document,actual,for sale,hockey,apple hardware,atheism,email filler,university misc,electronics,guns
1095,hockey,17.24,23.45,9.66,8.97,11.03,11.03,8.97,9.66
1096,for sale,21.43,19.64,9.52,8.93,10.12,11.9,9.52,8.93
1097,hockey,15.79,28.95,8.55,7.89,9.21,9.87,9.87,9.87
1098,hockey,10.56,24.22,6.83,10.56,16.77,11.8,9.94,9.32
1099,hockey,16.78,24.16,6.71,10.07,12.75,10.74,9.4,9.4
1100,hockey,12.16,17.57,14.86,10.14,16.22,10.81,9.46,8.78
1101,hockey,15.82,20.9,7.34,7.34,10.17,17.51,13.56,7.34
1102,hockey,12.37,14.43,11.34,11.34,14.43,13.4,11.34,11.34
1103,hockey,15.85,34.96,6.5,6.1,11.38,13.82,5.69,5.69
1104,hockey,21.76,32.82,6.87,6.87,11.07,9.16,4.96,6.49
1105,hockey,13.66,21.86,9.84,9.29,13.66,14.21,8.74,8.74
1106,email filler,8.53,13.95,11.63,10.08,21.71,13.18,9.3,11.63
1107,email filler,16.59,18.54,7.8,8.29,21.46,14.63,5.85,6.83
1108,hockey,22.26,58.9,2.08,4.6,3.12,2.82,3.56,2.67
1109,hockey,2.58,80.41,2.84,2.84,3.09,3.09,2.58,2.58
1110,email filler,17.68,18.69,7.58,8.08,22.73,12.12,6.57,6.57
1111,hockey,15.57,28.77,6.13,9.43,8.49,8.02,13.21,10.38
1112,hockey,10.66,41.62,5.58,5.58,9.14,10.66,6.09,10.66
1113,hockey,23.76,28.22,5.94,6.93,9.41,10.89,6.93,7.92
1114,hockey,15.17,32.02,7.3,6.74,11.8,8.99,9.55,8.43
1115,hockey,1.71,87.13,1.55,1.71,1.86,1.71,2.48,1.86
1116,hockey,7.66,40.99,4.95,7.21,8.11,18.02,6.76,6.31
1117,hockey,4.31,70.46,4.0,3.08,6.46,4.62,3.08,4.0
1118,hockey,14.14,26.18,10.47,7.33,16.23,6.81,9.95,8.9
1119,hockey,10.77,17.69,16.15,8.46,16.15,11.54,10.0,9.23
1120,hockey,20.0,20.61,6.67,7.27,19.39,11.52,7.27,7.27
1121,hockey,14.58,23.44,6.77,10.42,12.5,12.5,11.98,7.81
1122,hockey,11.96,35.33,6.52,7.07,7.61,15.76,8.7,7.07
1123,hockey,7.14,34.29,10.71,8.57,8.57,11.43,9.29,10.0
1124,for sale,18.8,16.54,8.27,7.52,15.04,9.02,17.29,7.52
1125,hockey,2.89,75.14,3.76,2.89,6.07,3.18,2.89,3.18
1126,hockey,23.7,27.01,6.16,7.11,16.59,7.58,5.69,6.16
1127,hockey,23.5,24.5,6.5,6.0,8.5,10.5,11.5,9.0
1128,for sale,31.38,28.46,5.59,8.24,12.77,6.38,3.99,3.19
1129,hockey,1.56,88.28,1.56,1.56,1.56,2.03,1.88,1.56
1130,hockey,16.18,31.79,6.36,9.25,13.29,9.83,6.36,6.94
1131,university misc,10.0,18.46,10.0,7.69,16.15,21.54,7.69,8.46
1132,hockey,18.15,43.63,5.79,4.63,9.27,6.56,6.18,5.79
1133,university misc,12.73,12.73,6.67,7.27,16.97,27.88,7.88,7.88
1134,university misc,13.41,22.91,5.59,9.5,9.5,23.46,6.15,9.5
1135,hockey,10.2,47.76,5.71,4.9,11.02,10.2,4.9,5.31
1136,hockey,10.53,16.67,10.53,14.04,13.16,12.28,12.28,10.53
1137,hockey,12.24,23.13,8.16,8.84,17.01,9.52,7.48,13.61
1138,hockey,13.46,33.97,7.69,7.05,12.18,8.33,9.62,7.69
1139,hockey,16.03,41.6,5.34,9.54,6.49,9.16,5.73,6.11
1140,hockey,28.37,42.91,6.57,5.88,1.9,4.15,4.84,5.36
1141,hockey,16.67,20.29,7.97,11.59,13.77,11.59,8.7,9.42
1142,hockey,23.72,25.0,7.69,7.05,8.33,7.69,9.62,10.9
1143,hockey,8.44,40.91,11.04,7.14,7.14,10.39,8.44,6.49
1144,hockey,9.41,27.65,8.82,8.82,15.88,7.65,7.06,14.71
1145,hockey,15.38,29.67,5.86,5.13,7.69,21.98,5.49,8.79
1146,university misc,10.42,15.97,6.94,6.94,9.03,35.42,7.64,7.64
1147,for sale,29.32,27.71,5.22,7.63,8.03,5.22,8.84,8.03
1148,hockey,4.37,59.83,4.37,5.68,6.11,7.42,4.8,7.42
1149,hockey,15.13,19.33,10.92,11.76,13.45,9.24,10.92,9.24
1150,hockey,18.8,43.16,5.13,7.26,6.84,7.69,6.41,4.7
1151,university misc,10.33,16.85,7.07,10.87,10.87,32.07,5.98,5.98
1152,email filler,26.8,9.2,4.0,6.4,28.4,11.6,6.0,7.6
1153,for sale,17.27,13.64,10.91,10.0,17.27,12.73,9.09,9.09
1154,hockey,7.01,43.95,7.64,7.01,7.64,9.55,8.28,8.92
1155,hockey,25.91,49.27,4.2,5.66,4.01,2.37,3.28,5.29
1156,hockey,12.21,41.28,6.4,6.4,7.56,13.95,5.81,6.4
1157,university misc,10.34,15.52,12.07,9.48,12.07,20.69,11.21,8.62
1158,hockey,11.11,17.09,8.55,9.4,11.97,17.09,14.53,10.26
1159,hockey,13.67,67.82,2.07,3.87,3.59,2.76,2.21,4.01
1160,hockey,10.0,26.67,6.11,6.11,24.44,7.22,11.11,8.33
1161,hockey,12.38,36.19,9.05,10.0,7.62,10.48,7.62,6.67
1162,hockey,13.21,39.15,5.66,5.66,13.68,8.49,6.6,7.55
1163,hockey,8.78,34.46,8.11,8.78,14.19,9.46,8.78,7.43
1164,hockey,13.83,36.17,6.38,6.91,15.96,8.51,6.91,5.32
1165,hockey,17.42,41.44,6.31,5.71,5.11,9.01,7.81,7.21
1166,email filler,10.14,18.12,8.7,12.32,20.29,8.7,10.87,10.87
1167,hockey,13.25,23.84,7.95,8.61,20.53,6.62,9.27,9.93
1168,hockey,2.01,84.54,2.01,2.01,2.21,2.81,2.21,2.21
1169,email filler,10.19,16.67,9.26,9.26,19.44,13.89,11.11,10.19
1170,university misc,9.73,22.7,7.57,8.65,8.11,30.81,6.49,5.95
1171,email filler,12.5,16.91,8.82,11.76,17.65,11.03,11.76,9.56
1172,hockey,14.29,16.54,15.04,9.02,11.28,11.28,8.27,14.29
1173,hockey,15.27,23.66,8.4,7.63,12.21,16.79,8.4,7.63
1174,hockey,8.82,32.94,7.65,9.41,10.0,17.06,7.65,6.47
1175,hockey,2.03,73.24,3.46,2.39,5.26,3.94,3.82,5.85
1176,hockey,5.91,43.01,5.91,5.91,15.05,10.22,5.38,8.6
1177,hockey,11.9,30.16,7.94,7.94,13.49,11.11,8.73,8.73
1178,hockey,31.36,41.23,3.21,5.19,4.44,4.2,5.43,4.94
1179,hockey,13.41,30.73,6.7,6.7,16.2,8.94,10.06,7.26
1180,hockey,9.09,42.78,6.42,5.88,9.63,11.23,8.56,6.42
1181,hockey,10.96,29.45,8.22,7.53,12.33,15.07,8.9,7.53
1182,hockey,7.89,50.29,6.14,4.68,9.06,8.19,7.89,5.85
1183,university misc,8.86,18.99,6.33,8.23,7.59,32.28,7.59,10.13
1184,hockey,25.08,27.01,4.82,5.79,17.36,7.07,7.07,5.79
1185,hockey,16.31,26.82,3.43,4.72,14.59,7.3,9.01,17.81
1186,hockey,8.66,20.47,8.66,9.45,14.17,13.39,10.24,14.96
1187,hockey,11.3,28.81,8.47,9.6,7.34,18.08,6.78,9.6
1188,hockey,15.45,19.51,8.13,10.57,13.01,13.01,12.2,8.13
1189,hockey,15.38,31.32,6.59,6.59,12.09,11.54,6.59,9.89
1190,university misc,14.29,21.43,7.14,8.79,9.34,22.53,7.14,9.34
1191,for sale,28.46,25.94,5.04,6.55,15.62,6.55,7.3,4.53
1192,hockey,16.3,26.63,5.43,5.43,13.59,12.5,7.61,12.5
1193,university misc,7.81,13.28,12.5,11.72,15.62,18.75,11.72,8.59
1194,hockey,13.77,28.99,8.7,8.7,10.14,12.32,7.97,9.42
1195,hockey,5.14,57.01,5.14,5.61,8.88,6.54,6.07,5.61
1196,hockey,12.4,19.01,10.74,9.09,12.4,17.36,9.92,9.09
1197,hockey,23.67,29.95,5.31,8.7,7.25,8.7,6.28,10.14
1198,university misc,14.52,20.16,8.87,8.87,10.48,20.97,8.06,8.06
1199,university misc,11.68,23.86,6.09,8.12,7.61,30.96,5.58,6.09
1200,hockey,10.73,28.81,9.6,9.6,11.86,14.12,7.34,7.91
1201,hockey,18.58,44.66,4.74,8.3,6.32,5.14,4.74,7.51
1202,hockey,10.53,30.83,11.28,9.02,11.28,7.52,11.28,8.27
1203,hockey,17.9,24.07,7.41,8.02,11.11,14.2,9.88,7.41
1204,hockey,14.37,27.01,8.62,6.9,8.05,19.54,8.62,6.9
1205,hockey,23.19,23.77,3.48,11.01,17.39,5.51,10.72,4.93
1206,hockey,8.4,20.17,14.29,9.24,10.08,19.33,9.24,9.24
1207,hockey,14.36,27.23,6.44,8.91,14.36,13.86,6.44,8.42
1208,email filler,12.04,12.96,11.11,9.26,17.59,16.67,9.26,11.11
1209,hockey,16.67,20.0,8.33,12.78,18.33,11.11,6.11,6.67
1210,for sale,24.54,11.04,7.98,14.11,11.66,12.88,8.59,9.2
1211,for sale,18.87,16.98,8.81,7.55,15.72,10.69,11.32,10.06
1212,for sale,25.13,21.54,8.72,7.69,8.21,11.79,10.26,6.67
1213,email filler,8.67,23.33,8.67,8.67,25.33,8.0,9.33,8.0
1214,hockey,9.92,46.95,4.58,7.25,9.16,8.02,7.25,6.87
1215,university misc,10.07,13.42,6.71,8.72,16.78,28.86,7.38,8.05
1216,hockey,11.27,23.94,7.75,8.45,18.31,11.27,7.75,11.27
1217,hockey,14.37,24.38,8.75,7.5,8.75,16.25,10.62,9.38
1218,email filler,12.99,14.94,7.14,8.44,27.92,11.04,8.44,9.09
1219,hockey,10.07,33.56,10.74,8.05,10.07,8.72,11.41,7.38
1220,hockey,17.54,41.23,5.85,5.23,3.69,12.92,6.15,7.38
1221,hockey,15.71,26.7,6.28,7.85,9.95,17.28,5.76,10.47
1222,hockey,10.92,22.69,8.4,13.45,17.65,9.24,9.24,8.4
1223,hockey,13.24,26.96,11.27,8.33,9.8,9.31,13.73,7.35
1224,hockey,13.3,34.98,6.4,7.39,6.4,15.76,6.9,8.87
1225,email filler,15.2,8.33,5.39,9.8,40.2,8.82,6.37,5.88
1226,hockey,10.3,29.7,7.27,7.27,16.36,13.33,7.27,8.48
1227,hockey,8.77,35.09,6.58,4.82,6.14,22.37,6.58,9.65
1228,email filler,10.92,11.76,10.08,8.4,25.21,12.61,8.4,12.61
1229,hockey,22.34,30.14,10.28,6.03,4.61,12.77,6.38,7.45
1230,hockey,13.44,22.58,7.53,6.99,14.52,20.43,6.99,7.53
1231,hockey,23.15,29.06,6.9,7.39,9.85,7.39,7.88,8.37
1232,email filler,19.67,11.72,6.28,9.62,29.71,10.46,6.28,6.28
1233,hockey,26.1,38.8,3.46,5.54,3.46,9.24,6.47,6.93
1234,for sale,22.86,14.29,6.67,8.1,19.52,10.0,11.43,7.14
1235,email filler,10.79,17.99,7.91,11.51,25.18,10.79,7.19,8.63
1236,hockey,11.76,27.94,9.56,11.03,9.56,10.29,8.09,11.76
1237,hockey,23.83,63.15,1.42,1.81,0.91,1.94,4.02,2.91
1238,for sale,22.88,22.46,5.93,6.78,17.37,8.47,7.2,8.9
1239,email filler,12.36,11.8,6.74,6.74,37.64,8.99,7.87,7.87
1240,hockey,14.23,38.79,4.27,6.05,8.54,16.01,5.69,6.41
1241,hockey,22.86,49.8,3.67,4.29,4.29,3.06,7.35,4.69
1242,email filler,9.76,16.26,13.82,10.57,18.7,9.76,10.57,10.57
1243,hockey,9.21,29.39,7.46,5.7,10.09,22.37,6.14,9.65
1244,hockey,20.69,22.07,7.59,10.34,11.03,13.79,7.59,6.9
1245,hockey,16.49,31.38,6.91,5.85,10.11,16.49,5.32,7.45
1246,hockey,11.93,30.11,8.52,7.39,10.8,13.07,11.36,6.82
1247,hockey,19.87,22.15,17.26,7.49,10.75,5.21,9.77,7.49
1248,hockey,2.09,85.63,2.23,1.39,2.51,2.65,1.39,2.09
1249,hockey,5.83,57.28,4.85,6.31,7.28,6.8,4.85,6.8
1250,hockey,15.69,43.43,6.2,7.3,5.47,10.58,5.84,5.47
1251,hockey,16.09,28.16,8.05,6.9,7.47,18.97,6.32,8.05
1252,hockey,16.06,26.61,5.96,5.96,20.64,11.93,5.96,6.88
1253,hockey,9.32,27.12,10.17,10.17,12.71,11.02,11.02,8.47
1254,hockey,4.37,62.01,4.8,5.24,6.99,6.55,4.8,5.24
1255,guns,8.26,6.2,4.55,10.74,10.33,6.2,6.2,47.52
1256,guns,7.28,5.35,2.5,6.26,3.07,2.05,5.01,68.49
1257,guns,10.61,6.06,5.3,6.06,9.09,7.2,7.58,48.11
1258,guns,5.14,2.49,1.77,17.86,2.65,1.09,5.66,63.34
1259,guns,18.63,7.22,6.46,8.75,5.7,5.32,6.08,41.83
1260,email filler,10.53,12.78,12.03,12.78,13.53,12.03,12.78,13.53
1261,guns,9.63,4.04,3.11,8.7,6.83,11.49,4.97,51.24
1262,electronics,10.91,12.73,13.64,10.0,11.82,11.82,15.45,13.64
1263,university misc,18.41,5.42,5.05,14.8,12.27,19.49,9.03,15.52
1264,guns,10.7,7.49,5.88,14.97,10.7,18.18,12.83,19.25
1265,guns,12.57,5.76,7.33,15.71,10.99,12.04,8.38,27.23
1266,guns,7.81,6.25,7.29,10.42,16.15,11.98,5.73,34.38
1267,guns,13.18,7.27,8.18,12.27,10.45,10.91,7.73,30.0
1268,email filler,10.07,10.74,8.05,10.07,22.82,17.45,8.72,12.08
1269,guns,9.22,7.09,13.48,9.93,12.06,12.77,12.77,22.7
1270,guns,6.41,7.05,8.33,8.97,8.97,14.1,7.69,38.46
1271,guns,12.17,6.88,6.35,11.11,6.35,12.7,7.41,37.04
1272,guns,6.61,7.0,7.39,7.78,5.06,12.06,6.23,47.86
1273,guns,11.37,7.11,8.06,12.32,5.69,14.69,8.53,32.23
1274,guns,12.89,6.29,6.29,8.18,7.23,5.66,7.55,45.91
1275,university misc,9.63,7.34,6.88,9.63,7.8,31.65,13.76,13.3
1276,for sale,15.52,9.48,12.07,11.21,11.21,12.93,14.66,12.93
1277,guns,8.04,4.56,4.02,8.04,3.22,5.09,5.36,61.66
1278,for sale,27.82,6.02,6.39,9.02,12.03,10.15,10.9,17.67
1279,guns,13.62,5.96,7.66,13.62,11.49,10.64,9.36,27.66
1280,guns,13.48,5.65,8.26,11.3,4.78,13.91,10.87,31.74
1281,guns,18.45,3.21,3.21,5.35,4.55,5.61,7.49,52.14
1282,guns,12.13,5.62,4.44,10.95,5.92,5.62,5.92,49.41
1283,guns,7.98,6.57,4.69,9.39,7.98,8.45,7.04,47.89
1284,guns,25.66,3.73,7.68,8.33,5.7,4.82,9.65,34.43
1285,guns,10.71,8.93,7.74,13.69,9.52,13.69,9.52,26.19
1286,guns,9.74,6.15,6.67,6.67,12.31,8.72,6.67,43.08
1287,guns,12.88,5.3,6.06,10.61,8.33,5.68,6.44,44.7
1288,guns,13.65,4.71,5.88,10.12,7.53,8.47,9.18,40.47
1289,guns,11.05,10.53,7.37,10.0,10.53,14.74,9.47,26.32
1290,guns,14.49,4.83,8.7,8.7,7.73,16.91,14.49,24.15
1291,guns,8.88,9.47,10.06,7.69,7.69,17.16,15.38,23.67
1292,university misc,8.81,6.22,11.4,10.36,9.33,23.32,9.33,21.24
1293,guns,14.18,7.84,6.34,5.6,8.96,9.33,6.72,41.04
1294,guns,13.89,4.17,8.33,7.64,6.94,10.76,23.26,25.0
1295,guns,11.73,7.26,8.38,10.61,7.26,17.88,11.17,25.7
1296,guns,16.18,7.35,6.86,12.25,9.31,7.35,7.84,32.84
1297,guns,16.76,7.51,8.67,11.56,12.14,9.25,8.09,26.01
1298,guns,9.68,8.96,8.6,9.32,11.11,7.53,9.32,35.48
1299,guns,16.89,5.78,5.78,10.22,7.56,8.44,7.56,37.78
1300,guns,18.79,3.47,6.65,9.83,4.91,5.49,14.45,36.42
1301,guns,22.68,4.81,5.84,8.25,6.19,6.53,19.59,26.12
1302,university misc,13.78,8.16,9.18,7.14,10.2,23.47,6.63,21.43
1303,guns,8.28,11.03,11.03,8.28,13.1,17.24,7.59,23.45
1304,guns,10.19,6.31,8.25,9.71,11.17,16.02,6.31,32.04
1305,university misc,10.14,8.7,7.97,11.59,14.49,18.84,11.59,16.67
1306,for sale,41.74,11.01,7.34,5.96,8.26,6.88,9.17,9.63
1307,university misc,14.53,5.59,6.15,11.17,9.5,23.46,10.61,18.99
1308,guns,13.7,4.38,3.84,11.51,7.4,5.75,5.21,48.22
1309,guns,13.11,6.31,4.85,7.28,10.19,9.22,5.83,43.2
1310,guns,12.21,7.5,3.68,5.44,3.38,5.59,6.32,55.88
1311,guns,15.0,4.62,4.23,8.46,6.54,16.92,7.69,36.54
1312,guns,8.65,3.46,4.5,8.65,6.23,6.92,5.19,56.4
1313,guns,16.72,3.68,5.69,8.36,5.69,6.35,6.02,47.49
1314,guns,13.83,3.85,2.95,11.11,3.17,4.76,15.65,44.67
1315,guns,8.7,3.91,2.83,8.26,9.57,5.65,7.83,53.26
1316,guns,9.62,7.53,5.86,14.23,8.37,8.79,6.69,38.91
1317,guns,8.2,7.1,8.2,11.48,8.74,9.84,6.56,39.89
1318,guns,18.38,6.41,7.26,8.97,6.84,6.41,4.7,41.03
1319,university misc,20.17,5.58,6.44,8.58,7.3,23.61,11.59,16.74
1320,for sale,21.37,6.87,6.49,11.45,6.87,20.99,9.92,16.03
1321,guns,16.48,7.95,7.39,8.52,7.95,7.39,7.95,36.36
1322,guns,19.93,7.25,5.07,11.96,6.52,10.87,10.14,28.26
1323,guns,12.82,6.84,9.4,9.83,10.26,9.4,11.97,29.49
1324,guns,9.22,10.64,8.51,9.22,12.06,12.77,12.06,25.53
1325,guns,9.47,7.1,8.28,5.92,6.51,11.83,7.69,43.2
1326,guns,20.09,6.54,9.35,13.55,6.54,8.41,10.28,25.23
1327,guns,13.71,2.53,4.64,21.73,4.01,4.43,6.33,42.62
1328,guns,9.74,5.64,8.72,14.36,6.67,13.85,8.72,32.31
1329,guns,22.73,4.55,6.36,7.88,5.45,6.36,5.45,41.21
1330,guns,12.58,2.57,3.38,29.91,2.98,2.3,7.04,39.24
1331,guns,11.2,5.02,3.86,8.49,5.79,6.18,6.56,52.9
1332,guns,30.0,4.77,4.32,14.32,2.95,5.23,7.05,31.36
1333,guns,25.62,1.94,3.36,3.89,3.36,2.65,3.0,56.18
1334,guns,12.97,5.41,7.57,10.27,7.03,11.89,5.41,39.46
1335,guns,13.81,4.85,5.6,6.34,6.72,5.97,5.97,50.75
1336,guns,17.17,2.32,4.64,8.58,4.41,5.1,6.73,51.04
1337,guns,10.41,6.79,7.24,17.65,6.33,7.69,6.79,37.1
1338,guns,15.16,4.3,10.25,10.04,4.51,7.17,9.02,39.55
1339,guns,10.53,9.87,6.58,7.24,8.55,13.16,7.89,36.18
1340,guns,29.32,3.5,4.81,6.13,3.06,4.81,5.03,43.33
1341,guns,28.67,3.03,5.36,5.13,4.9,3.03,4.9,44.99
1342,guns,15.29,7.64,9.55,10.19,10.83,8.92,10.83,26.75
1343,guns,20.66,5.79,4.13,13.22,4.13,6.06,6.06,39.94
1344,guns,17.37,11.38,6.59,11.98,14.97,6.59,10.18,20.96
1345,guns,28.7,3.24,5.4,10.34,4.78,3.24,5.09,39.2
1346,guns,9.7,7.27,9.7,10.3,12.12,7.88,9.7,33.33
1347,guns,21.73,5.75,6.07,9.27,6.39,7.67,8.63,34.5
1348,guns,22.06,2.8,3.18,17.2,2.43,4.86,4.11,43.36
1349,university misc,9.93,7.28,7.95,16.56,7.95,21.19,9.93,19.21
1350,guns,10.4,4.95,5.45,9.9,8.42,10.4,10.4,40.1
1351,guns,11.48,4.92,12.7,7.79,7.79,8.61,8.61,38.11
1352,guns,19.08,3.05,4.58,17.81,3.56,8.91,4.33,38.68
1353,guns,13.48,7.87,7.3,8.43,11.24,11.8,8.99,30.9
1354,guns,12.44,11.94,12.94,7.46,8.96,10.45,6.97,28.86
1355,guns,10.05,6.88,7.41,18.52,14.81,5.82,6.88,29.63
1356,guns,14.29,7.36,6.06,6.93,4.33,10.82,9.52,40.69
1357,guns,16.88,3.75,6.56,9.06,5.94,5.62,4.69,47.5
1358,guns,8.72,9.4,8.72,8.72,12.08,15.44,8.72,28.19
1359,guns,12.65,14.84,5.84,9.0,10.46,3.41,7.54,36.25
1360,guns,23.08,4.17,6.73,7.05,4.81,3.85,8.33,41.99
1361,guns,11.33,6.9,8.37,7.39,11.33,19.7,9.85,25.12
1362,guns,10.04,5.41,6.56,10.81,5.79,7.72,8.49,45.17
1363,guns,6.21,6.78,7.34,12.43,7.91,13.56,7.91,37.85
1364,guns,14.69,7.34,6.78,6.78,12.43,14.12,8.47,29.38
1365,guns,23.79,5.19,3.02,10.89,2.35,3.52,11.06,40.2
1366,guns,16.56,6.13,8.59,9.2,8.59,8.59,7.36,34.97
1367,guns,16.89,4.09,4.9,14.44,5.72,8.72,6.27,38.96
1368,guns,10.26,5.49,5.86,13.19,8.06,10.26,6.96,39.93
1369,guns,14.97,10.2,8.16,10.88,9.52,12.24,14.29,19.73
1370,guns,12.26,7.74,10.97,8.39,15.48,10.97,10.97,23.23
1371,guns,11.19,10.45,13.43,11.19,8.21,10.45,14.93,20.15
1372,guns,10.87,3.78,6.38,17.26,7.8,5.44,5.67,42.79
1373,guns,7.78,5.09,9.28,16.47,9.58,6.89,6.29,38.62
1374,guns,12.6,10.31,8.4,11.07,8.02,8.02,8.78,32.82
1375,guns,17.81,8.22,6.39,10.05,6.85,7.31,10.05,33.33
1376,guns,21.32,5.04,6.2,8.91,4.65,6.59,8.53,38.76
1377,guns,24.16,4.28,3.72,8.74,2.79,2.79,7.25,46.28
1378,guns,13.5,8.44,7.17,13.08,6.33,5.91,12.24,33.33
1379,guns,11.72,4.69,4.69,5.47,6.64,10.16,5.47,51.17
1380,for sale,30.96,4.95,6.19,8.67,6.5,9.91,5.26,27.55
1381,guns,7.36,7.98,9.82,7.98,14.72,15.95,7.98,28.22
1382,guns,12.62,5.98,4.98,19.6,6.31,5.32,4.98,40.2
1383,guns,28.98,4.36,3.7,7.84,3.7,4.79,5.01,41.61
1384,guns,15.74,3.79,4.08,5.25,6.41,6.71,5.54,52.48
1385,guns,14.19,7.43,9.46,13.51,10.81,15.54,11.49,17.57
1386,guns,15.15,5.63,6.49,14.72,7.36,17.75,8.23,24.68
1387,guns,16.45,4.61,5.26,14.8,4.28,8.22,5.59,40.79
1388,guns,17.77,4.1,6.15,11.16,5.24,7.74,4.78,43.05
1389,guns,23.79,6.85,7.26,8.06,8.87,8.06,5.24,31.85
1390,guns,8.2,4.1,4.1,11.89,5.33,9.84,7.38,49.18
1391,guns,13.04,7.07,10.87,10.87,6.52,9.78,11.41,30.43
1392,guns,15.28,8.33,11.11,9.72,8.33,9.72,8.33,29.17
1393,guns,22.93,4.73,3.07,11.82,4.26,5.91,5.91,41.37
1394,guns,20.08,4.72,9.06,9.06,4.33,7.09,4.72,40.94
1395,guns,18.76,3.97,4.42,8.61,3.31,4.64,8.39,47.9
1396,guns,23.15,6.02,7.41,9.26,6.48,8.33,7.41,31.94
1397,guns,25.0,4.47,4.74,8.68,3.16,5.26,5.26,43.42
1398,guns,14.51,5.88,4.31,12.16,6.67,6.67,7.06,42.75
1399,guns,28.27,3.59,3.27,8.01,3.76,2.29,4.74,46.08
1400,guns,23.43,5.02,5.86,5.86,5.44,8.79,5.86,39.75
1401,guns,15.72,7.55,9.43,8.81,11.32,11.95,10.06,25.16
1402,guns,23.79,3.3,5.29,12.78,3.52,7.49,8.81,35.02
1403,for sale,26.69,6.08,5.74,9.46,6.42,12.84,6.76,26.01
1404,guns,16.53,7.02,5.37,16.12,12.4,7.02,5.79,29.75
1405,guns,8.57,3.39,3.19,15.54,4.58,3.98,5.18,55.58
1406,guns,15.47,9.35,5.76,12.95,6.47,12.95,4.68,32.37
1407,guns,13.65,7.75,9.96,10.7,7.75,5.17,12.18,32.84
1408,guns,12.88,9.2,7.98,11.04,7.98,13.5,7.36,30.06
1409,guns,18.57,7.86,10.0,12.14,10.0,14.29,7.86,19.29
1410,guns,20.69,6.4,8.87,8.87,5.91,10.84,13.79,24.63
1411,guns,15.75,4.97,3.04,6.63,4.97,5.52,6.63,52.49
1412,guns,20.18,5.5,7.8,7.34,6.88,10.09,5.05,37.16
1413,for sale,27.33,7.56,5.81,11.05,9.3,10.47,8.14,20.35
1414,for sale,29.55,6.88,4.86,6.88,6.88,10.53,4.86,29.55
1415,guns,29.0,4.46,4.46,7.06,6.32,7.43,6.32,34.94
1416,guns,28.92,4.42,3.61,9.64,8.03,5.02,3.01,37.35
1417,guns,12.79,7.36,7.75,11.24,10.47,9.69,9.3,31.4
1418,guns,12.33,5.29,9.25,11.89,8.81,9.69,7.05,35.68
1419,guns,8.82,6.47,8.24,7.06,5.88,10.0,11.76,41.76
1420,guns,26.26,4.38,4.04,10.44,6.4,11.11,6.06,31.31
1421,guns,1.62,1.34,1.81,2.96,4.63,0.67,6.96,80.02
1422,guns,25.59,3.52,2.58,12.91,3.99,8.22,6.81,36.38
1423,guns,6.61,8.33,4.6,12.07,14.08,7.18,6.61,40.52
1424,guns,9.3,10.08,9.3,17.05,13.95,8.53,11.63,20.16
1425,guns,25.44,5.92,3.48,8.36,7.32,10.8,7.67,31.01
1426,guns,11.46,4.74,5.53,10.28,6.72,11.07,5.53,44.66
1427,guns,19.8,4.89,3.18,12.47,3.42,6.36,6.6,43.28
1428,guns,19.11,5.28,6.1,9.76,4.88,10.57,6.5,37.8
1429,university misc,12.16,7.43,8.11,10.14,14.19,28.38,8.11,11.49
1430,guns,16.8,4.3,6.25,7.81,6.25,16.02,8.98,33.59
1431,guns,15.21,8.29,8.29,11.98,9.22,11.06,5.53,30.41
1432,guns,9.69,4.26,8.53,14.34,8.14,6.98,11.24,36.82
1433,guns,22.9,7.25,4.2,5.73,4.58,5.73,10.31,39.31
1434,guns,25.58,4.24,3.42,12.04,2.33,4.65,6.16,41.59
1435,for sale,23.93,5.0,8.57,10.0,9.64,7.5,11.79,23.57
1436,guns,31.4,1.72,4.36,4.36,2.09,1.63,5.26,49.18
1437,guns,10.41,5.88,6.79,7.69,6.33,12.22,9.5,41.18
1438,guns,8.72,6.71,6.71,8.72,8.72,15.44,10.74,34.23
1439,guns,16.54,4.62,5.38,6.15,5.38,10.38,5.77,45.77
1440,guns,17.08,7.08,7.08,6.25,10.83,10.42,7.92,33.33
1441,guns,9.15,10.37,8.54,8.54,7.93,15.85,7.32,32.32
1442,guns,15.44,7.37,9.12,7.37,7.37,8.42,9.12,35.79
1443,for sale,18.82,6.99,12.37,13.98,9.68,11.29,12.37,14.52
1444,for sale,26.89,7.58,9.09,7.2,10.61,6.82,6.06,25.76
1445,guns,9.69,6.61,4.85,12.33,7.49,7.93,7.93,43.17
1446,guns,14.2,3.47,5.68,7.89,4.42,6.31,6.62,51.42
1447,guns,25.95,6.49,7.03,8.65,8.65,8.11,6.49,28.65
1448,guns,11.41,12.75,13.42,7.38,7.38,14.77,10.74,22.15
1449,guns,14.73,8.04,9.38,9.38,7.14,10.27,6.25,34.82
1450,guns,17.57,6.69,7.95,8.79,6.69,5.02,7.53,39.75
1451,guns,12.76,5.21,3.65,4.69,4.69,3.12,5.21,60.68
1452,guns,13.06,14.55,5.97,9.33,14.93,4.85,7.46,29.85
1453,guns,18.9,5.18,6.1,9.45,8.23,9.15,7.93,35.06
1454,guns,15.5,6.5,5.5,7.0,6.5,12.5,6.5,40.0
1455,for sale,25.88,6.47,11.18,11.18,7.65,11.18,12.35,14.12
1456,for sale,26.05,5.04,5.46,10.08,7.56,13.87,5.88,26.05
