document,actual,apple hardware,electronics,email filler words,for sale,hockey,guns,atheism,misc
1092,guns,10.4,9.25,15.03,6.94,8.09,24.86,10.98,14.45
1093,guns,6.81,8.6,7.89,10.75,6.81,40.14,8.96,10.04
1094,guns,8.0,7.56,10.67,7.56,8.44,33.33,10.67,13.78
1095,guns,6.94,19.36,6.36,5.49,3.76,32.37,7.8,17.92
1096,guns,4.12,18.56,6.53,6.87,5.15,27.49,13.06,18.21
1097,guns,10.2,9.18,20.92,7.65,6.63,21.94,7.14,16.33
1098,guns,7.59,8.97,19.31,10.34,9.66,23.45,8.28,12.41
1099,guns,6.8,5.83,19.9,11.17,6.31,25.73,10.19,14.08
1100,email filler words,8.7,10.14,20.29,15.22,9.42,15.22,12.32,8.7
1101,misc,9.17,5.96,9.17,9.63,11.93,8.26,7.34,38.53
1102,apple hardware,16.76,10.06,12.85,10.06,6.15,16.2,12.85,15.08
1103,guns,7.95,4.66,6.3,5.75,4.38,44.38,12.6,13.97
1104,guns,5.34,7.28,9.22,5.83,5.34,47.57,7.28,12.14
1105,guns,3.53,7.79,6.47,5.74,7.5,54.56,6.18,8.24
1106,guns,9.23,10.38,10.38,5.38,4.23,35.0,13.46,11.92
1107,guns,5.88,4.15,5.88,4.5,3.81,60.9,6.92,7.96
1108,guns,4.68,5.69,7.36,5.02,3.34,52.51,5.35,16.05
1109,guns,3.17,16.55,5.9,4.76,2.95,45.35,6.58,14.74
1110,guns,3.7,5.65,13.26,4.35,3.7,56.74,6.09,6.52
1111,guns,6.28,10.04,17.15,6.28,7.95,32.64,11.3,8.37
1112,guns,6.56,7.1,8.2,7.65,6.01,44.81,9.84,9.84
1113,guns,6.41,5.56,7.69,4.27,6.41,45.73,5.98,17.95
1114,email filler words,8.15,11.16,31.76,6.01,6.44,12.45,7.3,16.74
1115,email filler words,8.78,8.4,22.14,9.16,6.49,16.03,9.16,19.85
1116,guns,8.52,8.52,9.66,7.95,10.23,30.11,7.39,17.61
1117,guns,5.07,7.97,10.14,5.07,6.16,32.61,11.23,21.74
1118,guns,12.82,11.54,9.83,5.98,8.12,24.79,8.55,18.38
1119,guns,10.64,11.35,14.89,10.64,10.64,21.99,10.64,9.22
1120,guns,8.28,8.28,9.47,6.51,8.88,43.2,7.1,8.28
1121,misc,8.88,8.88,9.81,6.07,7.94,24.3,9.35,24.77
1122,guns,4.01,6.96,5.7,3.38,2.95,42.41,21.73,12.87
1123,guns,10.26,10.77,10.26,8.72,6.15,33.33,12.82,7.69
1124,misc,5.15,6.36,6.67,4.55,5.76,28.48,5.45,37.58
1125,guns,2.57,6.5,4.87,3.92,3.11,47.36,18.94,12.72
1126,guns,5.79,9.27,7.34,5.41,4.63,50.19,6.56,10.81
1127,misc,3.18,5.91,5.68,7.5,4.32,18.41,10.45,44.55
1128,guns,2.65,4.59,3.53,2.65,2.3,46.64,3.0,34.63
1129,guns,7.57,5.41,8.11,5.95,7.57,32.43,8.65,24.32
1130,guns,5.22,5.22,7.09,7.09,4.48,45.9,5.22,19.78
1131,guns,3.48,7.42,6.26,3.25,3.02,52.67,6.5,17.4
1132,guns,7.24,10.86,11.76,7.24,6.79,31.67,12.22,12.22
1133,guns,6.56,9.43,6.15,5.33,2.87,44.47,7.79,17.42
1134,guns,6.58,8.55,14.47,7.24,9.21,38.82,7.24,7.89
1135,guns,3.5,6.78,3.72,2.63,3.5,40.48,4.38,35.01
1136,misc,4.66,6.53,4.66,3.73,3.26,34.97,4.66,37.53
1137,misc,11.46,10.83,10.19,8.28,7.01,17.83,9.55,24.84
1138,guns,4.41,11.57,7.44,5.79,4.68,39.67,7.99,18.46
1139,guns,6.59,10.78,8.98,13.17,13.17,19.16,10.18,17.96
1140,guns,6.48,4.17,3.55,3.4,4.48,43.67,4.17,30.09
1141,guns,10.3,7.88,10.91,9.09,6.06,35.15,8.48,12.12
1142,misc,4.47,7.03,8.95,7.03,4.79,16.93,8.95,41.85
1143,guns,3.74,6.17,4.49,2.99,2.62,42.06,14.95,22.99
1144,guns,7.95,7.95,11.92,6.62,6.62,29.14,20.53,9.27
1145,guns,5.94,8.42,11.88,7.43,4.95,38.61,10.4,12.38
1146,guns,11.48,9.43,7.79,4.92,5.33,40.98,7.38,12.7
1147,guns,4.58,7.12,6.11,4.33,3.05,43.77,13.49,17.56
1148,email filler words,10.11,8.43,25.84,11.24,8.43,10.67,7.3,17.98
1149,email filler words,11.94,5.97,21.89,5.47,10.95,19.9,7.96,15.92
1150,email filler words,9.52,6.88,25.93,12.7,6.88,12.7,12.7,12.7
1151,guns,8.66,7.79,10.39,6.06,6.93,36.36,9.96,13.85
1152,guns,7.19,6.25,7.81,5.62,3.75,46.25,9.69,13.44
1153,guns,12.08,10.07,15.44,10.07,10.07,24.83,8.72,8.72
1154,for sale,4.38,7.54,7.54,31.14,8.27,24.33,6.33,10.46
1155,guns,4.81,5.45,4.81,4.17,4.81,39.42,7.37,29.17
1156,guns,6.9,8.87,19.21,7.39,7.39,26.6,9.36,14.29
1157,guns,5.02,13.9,6.18,8.49,5.02,42.08,6.56,12.74
1158,guns,7.34,10.73,9.04,6.21,9.6,35.59,10.17,11.3
1159,guns,6.78,9.6,18.64,6.78,7.91,28.25,9.6,12.43
1160,guns,4.52,13.74,3.85,3.35,3.69,42.38,5.36,23.12
1161,guns,8.59,8.59,9.82,8.59,8.59,30.06,10.43,15.34
1162,guns,5.18,7.63,8.17,5.45,4.09,39.51,14.17,15.8
1163,guns,6.96,7.69,8.79,6.96,5.49,35.53,13.92,14.65
1164,guns,8.84,9.52,11.56,10.2,10.2,22.45,12.24,14.97
1165,guns,15.48,10.97,16.13,10.97,6.45,19.35,8.39,12.26
1166,electronics,11.94,19.4,10.45,10.45,9.7,18.66,9.7,9.7
1167,guns,4.02,6.15,7.33,5.67,4.02,48.94,12.77,11.11
1168,guns,6.59,8.08,9.88,8.98,4.49,41.02,11.98,8.98
1169,guns,11.07,6.49,11.07,9.16,4.96,30.92,10.69,15.65
1170,guns,7.31,12.33,7.76,5.48,6.39,33.33,9.13,18.26
1171,guns,4.65,9.3,4.65,4.65,5.43,32.17,7.36,31.78
1172,guns,4.65,8.92,3.72,3.16,3.53,42.19,5.39,28.44
1173,guns,6.75,16.03,7.17,5.49,6.33,33.76,7.17,17.3
1174,guns,7.03,4.3,10.55,4.69,5.08,48.83,4.69,14.84
1175,misc,6.19,4.95,10.22,4.02,5.57,21.67,8.98,38.39
1176,guns,7.98,6.75,17.79,10.43,8.59,31.9,6.75,9.82
1177,guns,5.65,6.31,5.98,4.98,4.98,46.84,13.62,11.63
1178,guns,4.14,5.23,5.66,3.7,3.7,37.47,6.54,33.55
1179,guns,6.41,4.96,6.41,4.37,3.21,55.98,6.41,12.24
1180,misc,10.14,14.19,14.86,7.43,8.78,14.86,9.46,20.27
1181,guns,9.09,8.66,12.99,7.36,5.63,27.27,11.26,17.75
1182,guns,3.95,5.92,7.24,4.61,6.58,41.45,12.83,17.43
1183,guns,5.69,4.56,11.16,3.87,3.42,40.55,9.34,21.41
1184,misc,7.26,6.45,22.18,5.65,6.45,15.73,6.85,29.44
1185,guns,5.74,11.48,7.38,6.15,4.92,49.59,6.97,7.79
1186,guns,8.7,11.41,7.07,7.61,5.98,29.35,11.41,18.48
1187,guns,12.5,7.64,12.5,9.72,7.64,25.0,10.42,14.58
1188,guns,4.96,3.78,5.2,4.26,4.49,39.01,9.93,28.37
1189,guns,7.87,10.63,6.69,4.72,5.12,41.73,7.48,15.75
1190,guns,3.53,7.06,5.52,2.43,3.75,49.67,9.93,18.1
1191,guns,7.41,7.87,8.33,4.63,5.56,31.02,5.09,30.09
1192,guns,3.42,6.84,6.05,3.16,3.95,50.26,3.42,22.89
1193,guns,5.49,8.24,7.45,5.49,5.49,43.53,9.41,14.9
1194,guns,2.94,4.58,3.43,2.61,3.43,45.59,8.01,29.41
1195,guns,4.6,6.28,7.11,4.6,5.44,39.33,6.69,25.94
1196,guns,8.81,11.95,13.84,8.18,8.18,24.53,9.43,15.09
1197,misc,5.73,12.78,4.41,3.08,4.63,28.19,8.15,33.04
1198,guns,7.43,6.08,9.12,4.39,4.05,33.78,9.8,25.34
1199,guns,4.96,4.96,11.98,4.55,9.92,37.19,10.33,16.12
1200,guns,3.39,5.58,5.18,2.79,5.98,55.98,10.76,10.36
1201,guns,4.32,6.12,13.31,6.12,6.47,33.09,10.43,20.14
1202,guns,11.07,12.92,6.27,5.9,7.01,36.16,7.75,12.92
1203,guns,9.82,9.2,11.66,9.2,6.75,28.22,9.2,15.95
1204,misc,10.71,7.86,17.86,10.0,7.86,14.29,9.29,22.14
1205,misc,6.9,11.33,10.34,9.36,5.42,23.15,8.37,25.12
1206,guns,5.25,5.52,6.08,4.14,6.08,54.7,7.18,11.05
1207,guns,6.42,6.42,10.09,4.59,5.5,34.86,8.26,23.85
1208,misc,8.72,6.98,8.14,6.98,7.56,16.86,10.47,34.3
1209,misc,5.67,6.48,8.91,4.86,8.5,16.19,6.88,42.51
1210,misc,5.2,5.58,7.43,5.95,5.95,26.02,5.58,38.29
1211,misc,5.02,4.42,7.63,5.02,4.62,31.33,6.22,35.74
1212,guns,9.3,13.95,7.75,7.75,7.75,36.05,11.63,5.81
1213,guns,10.57,7.49,22.91,6.17,6.17,23.79,9.25,13.66
1214,guns,6.47,9.41,10.59,12.35,6.47,37.65,8.82,8.24
1215,guns,6.73,6.4,11.11,8.42,5.39,30.64,8.08,23.23
1216,guns,0.95,5.1,0.81,5.29,1.1,83.45,2.15,1.14
1217,guns,4.93,7.98,9.39,5.4,3.29,36.62,8.45,23.94
1218,guns,5.17,5.17,15.8,5.17,8.62,41.67,9.77,8.62
1219,guns,11.63,12.4,12.4,7.75,13.18,17.83,14.73,10.08
1220,misc,6.62,6.62,19.16,7.32,4.53,19.16,5.23,31.36
1221,guns,7.91,7.11,9.49,4.35,4.35,45.06,6.72,15.02
1222,guns,7.33,6.6,5.13,4.16,4.16,49.14,9.05,14.43
1223,guns,7.32,6.91,6.91,5.28,6.1,35.37,13.82,18.29
1224,apple hardware,17.57,9.46,16.22,11.49,9.46,14.86,8.11,12.84
1225,email filler words,5.08,8.59,23.83,7.81,5.86,23.05,7.81,17.97
1226,guns,5.99,7.37,18.43,6.45,9.22,30.88,7.83,13.82
1227,guns,6.2,11.24,9.3,8.14,4.65,29.07,15.89,15.5
1228,guns,7.25,9.16,5.34,5.34,7.63,38.55,5.34,21.37
1229,guns,2.33,5.47,3.15,4.92,3.83,43.09,10.53,26.68
1230,guns,11.79,7.14,13.21,7.86,4.29,23.21,10.36,22.14
1231,guns,2.99,3.81,1.72,2.0,1.45,44.28,2.81,40.93
1232,guns,5.88,10.41,12.22,6.33,5.88,41.18,6.79,11.31
1233,guns,9.4,9.4,13.42,8.05,10.07,32.21,8.05,9.4
1234,guns,4.62,6.92,9.23,5.77,6.92,33.08,5.0,28.46
1235,for sale,7.08,6.67,9.58,24.58,6.25,19.58,5.42,20.83
1236,guns,9.15,8.54,15.85,7.93,7.93,31.1,10.37,9.15
1237,guns,8.77,7.72,11.93,5.26,5.61,32.63,7.02,21.05
1238,atheism,15.59,9.14,14.52,6.99,6.99,16.67,17.2,12.9
1239,guns,7.95,6.06,9.47,9.47,7.58,26.89,6.44,26.14
1240,guns,6.61,10.13,10.57,6.61,5.29,40.97,10.13,9.69
1241,guns,4.73,7.57,5.99,6.31,5.36,53.94,5.99,10.09
1242,misc,6.49,7.57,9.19,5.95,5.41,13.51,6.49,45.41
1243,guns,16.78,9.4,12.08,7.38,12.08,23.49,9.4,9.4
1244,guns,8.93,8.04,13.84,8.04,5.8,29.91,11.61,13.84
1245,guns,5.86,10.04,6.69,6.28,5.86,35.98,9.62,19.67
1246,guns,3.65,6.51,3.65,6.25,4.95,56.77,7.03,11.2
1247,for sale,5.97,9.33,6.72,32.84,6.72,13.43,8.21,16.79
1248,guns,9.15,7.32,11.59,6.1,3.96,35.98,7.62,18.29
1249,guns,7.5,6.5,14.5,6.5,6.5,35.5,9.0,14.0
1250,misc,11.18,12.35,7.65,8.24,7.65,20.59,8.82,23.53
1251,misc,5.88,6.3,11.76,5.04,5.46,11.76,5.88,47.9
1252,guns,6.88,11.11,14.29,6.35,6.35,32.8,7.41,14.81
1253,guns,8.33,9.9,9.38,7.29,6.77,27.08,10.42,20.83
1254,guns,4.48,6.28,15.7,7.17,7.62,38.12,7.17,13.45
1255,misc,7.55,6.47,4.68,4.32,4.68,31.65,5.04,35.61
1256,misc,7.78,8.33,18.33,10.0,8.33,10.0,6.67,30.56
1257,guns,10.49,11.89,10.49,9.09,9.79,23.78,9.09,15.38
1258,guns,14.53,11.97,13.68,11.97,11.11,17.95,8.55,10.26
1259,misc,4.79,7.35,7.99,3.83,3.83,26.2,5.43,40.58
1260,guns,6.18,3.53,6.76,4.71,4.41,50.29,7.65,16.47
1261,misc,3.86,4.44,3.86,5.41,3.28,17.57,9.27,52.32
1262,misc,5.26,6.58,7.57,4.61,4.28,12.83,5.59,53.29
1263,for sale,8.14,9.3,13.95,22.67,13.37,11.05,8.14,13.37
1264,misc,5.84,8.76,4.62,3.41,3.65,29.2,4.38,40.15
1265,guns,9.7,11.94,10.45,10.45,9.7,21.64,8.96,17.16
1266,guns,7.31,6.85,7.31,6.85,7.76,39.73,7.31,16.89
1267,guns,2.7,3.18,3.02,2.54,3.02,55.17,12.08,18.28
1268,guns,6.96,7.59,11.39,9.49,6.33,37.97,10.13,10.13
1269,guns,5.54,8.12,8.86,5.54,5.54,38.38,7.38,20.66
1270,guns,6.5,7.12,8.36,5.57,5.26,45.82,17.34,4.02
1271,guns,5.18,9.94,5.59,3.93,6.21,52.38,7.25,9.52
1272,email filler words,5.37,10.33,19.01,8.68,9.09,19.01,15.29,13.22
1273,guns,3.34,3.34,2.84,3.17,1.84,53.59,9.18,22.7
1274,guns,2.32,4.57,2.76,2.54,3.48,53.15,7.32,23.86
1275,guns,7.5,7.5,10.0,8.5,5.5,37.5,13.5,10.0
1276,guns,8.1,6.67,11.43,10.0,7.14,33.81,9.05,13.81
1277,guns,10.0,10.0,16.67,12.5,9.17,20.83,9.17,11.67
1278,misc,7.63,7.23,9.64,5.62,5.22,18.47,5.62,40.56
1279,misc,12.74,10.83,10.83,9.55,7.01,14.01,12.1,22.93
1280,guns,8.88,10.65,10.65,7.69,6.51,23.67,13.02,18.93
1281,for sale,5.7,7.77,11.4,29.02,7.77,12.95,10.36,15.03
1282,guns,5.34,7.25,8.4,4.58,5.34,47.71,8.02,13.36
1283,guns,5.26,5.09,3.4,3.74,3.4,63.84,9.34,5.94
1284,guns,8.5,6.54,7.19,5.88,8.82,46.41,7.84,8.82
1285,guns,6.04,8.79,8.24,8.79,6.59,49.45,6.59,5.49
1286,guns,8.97,8.97,7.69,14.74,11.54,26.92,9.62,11.54
1287,misc,13.01,8.94,12.2,13.01,10.57,14.63,10.57,17.07
1288,guns,4.95,6.93,10.4,5.94,6.44,48.51,6.93,9.9
1289,guns,1.97,4.86,2.5,2.5,1.97,57.42,12.35,16.43
1290,guns,2.97,11.32,1.87,4.29,1.43,50.22,8.79,19.12
1291,guns,4.16,5.1,3.97,2.46,2.65,47.45,10.78,23.44
1292,guns,7.91,7.91,18.71,10.07,11.51,22.3,10.07,11.51
1293,guns,6.99,6.74,8.03,5.44,5.7,38.34,14.77,13.99
1294,guns,7.75,6.27,18.82,7.38,7.01,30.26,9.96,12.55
1295,guns,7.46,6.14,8.33,8.33,7.02,41.23,10.53,10.96
1296,guns,14.29,11.9,11.9,10.32,9.52,16.67,11.11,14.29
1297,guns,7.56,9.33,5.33,6.67,6.22,44.0,8.0,12.89
1298,guns,8.55,7.24,13.16,7.89,9.21,29.61,11.18,13.16
1299,misc,3.68,7.98,8.9,4.91,4.6,7.98,6.75,55.21
1300,guns,6.43,8.19,16.37,8.19,7.6,30.41,12.87,9.94
1301,guns,7.73,7.73,10.5,6.08,7.73,27.07,9.39,23.76
1302,email filler words,7.83,7.23,25.9,6.63,9.64,21.69,10.24,10.84
1303,guns,7.65,10.2,6.52,5.1,3.68,26.91,17.0,22.95
1304,guns,8.19,8.19,13.45,5.85,7.6,23.98,10.53,22.22
1305,guns,7.4,5.62,16.27,11.54,4.73,23.08,14.2,17.16
1306,guns,7.27,13.94,17.58,7.88,9.09,20.0,7.27,16.97
1307,guns,1.3,2.6,1.67,4.09,3.25,83.66,1.86,1.58
1308,email filler words,13.74,7.63,25.19,9.16,8.4,16.03,9.92,9.92
1309,guns,6.27,7.67,11.5,12.54,4.88,33.1,8.36,15.68
1310,guns,5.58,9.01,15.45,6.44,4.29,33.48,10.73,15.02
1311,guns,8.21,5.8,11.11,13.53,8.7,30.92,12.56,9.18
1312,email filler words,7.14,10.44,28.57,13.74,6.59,12.64,13.19,7.69
1313,guns,5.07,12.9,19.35,5.07,6.91,24.88,7.83,17.97
1314,guns,4.96,9.16,19.85,6.49,6.11,29.77,6.87,16.79
1315,guns,9.09,6.06,12.73,6.67,7.88,25.45,9.09,23.03
1316,guns,6.97,8.46,10.95,6.47,7.96,34.33,15.92,8.96
1317,guns,8.49,13.21,15.57,8.96,6.6,17.92,17.92,11.32
1318,misc,6.02,6.48,10.19,6.94,6.02,20.37,7.87,36.11
1319,misc,2.65,5.56,3.03,3.03,2.53,36.36,7.32,39.52
1320,guns,6.69,8.92,22.68,6.32,8.55,23.79,5.2,17.84
1321,misc,6.03,7.04,18.59,8.04,6.03,18.59,10.05,25.63
1322,guns,5.65,6.52,15.65,5.22,6.09,33.04,7.83,20.0
1323,electronics,13.08,14.62,13.85,11.54,10.77,13.08,10.0,13.08
1324,email filler words,10.71,10.71,17.86,9.82,10.71,12.5,10.71,16.96
1325,guns,5.82,10.05,12.17,7.41,6.88,39.68,5.82,12.17
1326,misc,5.44,6.95,8.16,4.83,3.63,9.37,6.65,54.98
1327,guns,7.14,9.09,13.64,11.04,6.49,34.42,8.44,9.74
1328,guns,9.13,7.39,12.61,7.39,4.78,36.09,5.65,16.96
1329,misc,5.31,9.06,14.06,7.81,3.75,25.31,6.25,28.44
1330,guns,6.09,9.13,9.13,6.09,5.65,28.7,7.83,27.39
1331,guns,5.63,7.36,11.26,5.63,6.49,36.8,6.06,20.78
1332,misc,7.22,5.28,7.78,4.44,5.28,11.67,5.56,52.78
1333,email filler words,8.0,8.0,21.33,6.22,8.89,20.44,5.78,21.33
1334,email filler words,6.76,7.25,30.43,7.25,9.66,16.43,9.66,12.56
1335,guns,7.58,10.1,11.11,6.06,6.06,37.37,6.57,15.15
1336,misc,8.65,6.73,9.13,6.73,6.25,25.96,7.69,28.85
1337,guns,9.05,7.04,10.55,6.03,6.53,25.63,11.06,24.12
1338,guns,5.56,9.44,18.33,8.33,6.67,24.44,14.44,12.78
1339,guns,7.93,9.15,14.63,8.54,9.76,25.61,10.37,14.02
1340,misc,5.78,6.22,17.78,8.89,12.0,20.44,8.0,20.89
1341,email filler words,5.88,7.24,26.7,8.6,9.5,25.34,7.24,9.5
1342,guns,7.93,7.32,21.95,9.76,11.59,24.39,7.93,9.15
1343,guns,6.22,7.81,5.9,5.42,5.42,25.84,22.33,21.05
1344,guns,7.21,10.1,9.13,8.65,6.73,29.33,11.54,17.31
1345,guns,7.77,9.33,10.36,8.81,8.81,25.91,9.84,19.17
1346,guns,13.89,8.33,11.11,9.03,8.33,21.53,14.58,13.19
1347,guns,7.83,6.63,12.65,9.64,10.24,28.31,10.84,13.86
1348,guns,6.56,8.52,11.15,7.54,5.9,26.56,8.85,24.92
1349,misc,7.14,5.04,7.56,8.4,5.46,7.14,6.72,52.52
1350,guns,6.29,11.43,13.14,8.57,6.29,37.71,6.86,9.71
1351,guns,6.73,10.1,16.35,7.21,8.65,25.48,6.73,18.75
1352,guns,6.38,7.23,8.09,7.23,8.51,45.11,8.94,8.51
1353,guns,8.5,8.91,7.69,6.48,5.67,38.87,6.48,17.41
1354,guns,8.33,9.62,17.31,6.41,9.62,25.0,7.69,16.03
1355,guns,7.65,11.48,19.67,6.01,8.2,23.5,9.84,13.66
1356,guns,6.37,6.37,17.16,7.84,6.37,28.43,7.35,20.1
1357,misc,6.75,9.2,15.34,7.36,7.98,17.18,7.36,28.83
1358,email filler words,9.57,9.57,22.61,10.43,10.43,16.52,9.57,11.3
1359,guns,6.52,6.52,10.14,5.8,6.52,46.74,5.8,11.96
1360,email filler words,10.71,11.61,16.07,16.07,10.71,13.39,9.82,11.61
1361,guns,3.85,7.69,13.99,5.59,4.9,34.62,7.69,21.68
1362,for sale,1.99,0.9,1.04,93.44,0.98,0.61,0.46,0.58
1363,email filler words,5.34,8.19,23.84,7.83,7.12,18.86,8.19,20.64
1364,misc,7.44,17.37,4.01,4.96,4.2,25.57,10.31,26.15
1365,misc,10.75,5.91,12.9,10.22,5.38,10.22,8.06,36.56
1366,guns,4.12,5.62,17.98,4.12,4.49,26.59,10.49,26.59
1367,guns,9.79,9.28,12.89,8.76,8.76,19.07,15.46,15.98
1368,misc,6.72,5.93,21.74,5.53,6.72,18.97,11.86,22.53
1369,guns,2.35,4.71,3.68,1.91,2.06,66.47,6.91,11.91
1370,guns,2.65,5.11,4.17,7.77,5.87,56.63,7.77,10.04
1371,email filler words,14.19,7.43,27.03,11.49,10.14,10.14,7.43,12.16
1372,email filler words,8.21,8.7,30.43,9.66,8.7,12.08,10.63,11.59
1373,guns,12.93,9.52,12.24,7.48,8.16,30.61,7.48,11.56
1374,guns,6.35,9.92,16.67,7.54,5.56,36.51,5.95,11.51
1375,guns,6.67,6.67,17.25,4.31,5.88,40.0,9.41,9.8
1376,misc,5.56,7.78,13.33,7.22,5.56,22.78,8.89,28.89
1377,guns,8.28,8.97,15.86,8.97,7.59,22.07,9.66,18.62
1378,guns,7.94,9.03,16.25,7.94,5.05,32.85,6.86,14.08
1379,email filler words,9.94,7.02,19.3,12.28,7.02,15.79,9.94,18.71
1380,guns,8.7,9.94,12.42,11.18,9.32,29.81,11.18,7.45
1381,guns,5.64,11.28,11.79,8.72,6.15,35.9,5.64,14.87
1382,guns,10.44,9.89,23.08,6.59,6.59,23.63,9.89,9.89
1383,guns,9.41,8.42,8.42,5.94,5.45,37.13,7.43,17.82
1384,guns,9.28,6.7,8.25,8.25,7.22,38.66,12.37,9.28
1385,misc,5.47,3.86,5.79,4.18,5.14,12.22,9.0,54.34
1386,misc,10.61,9.09,14.39,14.39,9.09,12.12,12.12,18.18
1387,email filler words,9.76,13.41,23.17,9.76,7.32,9.15,7.93,19.51
1388,guns,8.82,8.09,15.44,11.03,8.09,23.53,12.5,12.5
1389,guns,12.32,12.32,10.87,13.04,10.87,15.22,12.32,13.04
1390,guns,5.17,6.64,14.02,7.75,5.17,33.21,7.75,20.3
1391,misc,6.5,6.86,5.42,5.05,3.97,12.64,12.64,46.93
1392,guns,13.54,7.81,8.33,8.33,5.73,28.65,8.85,18.75
1393,misc,7.49,10.16,17.65,6.95,7.49,15.51,5.88,28.88
1394,guns,3.67,9.48,13.46,5.5,4.28,29.36,15.29,18.96
1395,misc,6.35,7.14,17.06,5.95,5.95,18.65,15.48,23.41
1396,guns,9.15,11.97,15.49,11.27,8.45,20.42,10.56,12.68
1397,misc,10.22,12.37,10.22,5.38,6.99,12.9,7.53,34.41
1398,misc,12.83,8.02,10.7,6.95,6.95,14.97,8.56,31.02
1399,misc,12.57,14.21,11.48,6.56,7.1,9.84,6.01,32.24
1400,apple hardware,36.84,11.34,11.74,6.48,8.1,6.48,9.31,9.72
1401,for sale,10.06,9.43,10.69,20.13,8.81,15.09,9.43,16.35
1402,apple hardware,29.22,8.44,14.29,11.04,7.14,7.79,11.04,11.04
1403,apple hardware,29.01,12.35,17.9,7.41,7.41,7.41,10.49,8.02
1404,apple hardware,34.9,18.23,9.9,8.85,5.73,5.73,9.9,6.77
1405,apple hardware,21.14,13.01,13.82,10.57,9.76,8.13,8.94,14.63
1406,for sale,10.42,11.81,9.72,28.47,10.42,8.33,8.33,12.5
1407,for sale,22.58,7.74,7.74,23.87,11.61,6.45,7.1,12.9
1408,apple hardware,18.52,12.04,12.04,12.04,11.11,9.26,12.04,12.96
1409,email filler words,22.96,12.24,27.55,6.63,6.12,7.14,8.67,8.67
1410,apple hardware,32.89,11.18,9.21,14.47,9.21,6.58,9.87,6.58
1411,apple hardware,25.97,11.04,13.64,10.39,9.09,9.74,7.79,12.34
1412,apple hardware,22.22,19.26,9.63,9.63,7.41,8.89,9.63,13.33
1413,apple hardware,32.76,11.21,9.48,4.31,7.76,12.5,9.48,12.5
1414,apple hardware,19.49,9.32,15.25,10.17,14.41,10.17,11.86,9.32
1415,for sale,16.67,9.17,10.83,22.5,10.83,11.67,9.17,9.17
1416,apple hardware,36.99,13.41,10.16,9.35,5.28,5.28,6.91,12.6
1417,apple hardware,29.08,10.2,6.63,6.63,12.76,13.78,7.14,13.78
1418,apple hardware,34.84,7.71,4.79,6.65,11.17,4.79,7.71,22.34
1419,apple hardware,22.81,8.77,16.67,13.16,9.65,8.77,9.65,10.53
1420,atheism,16.59,9.76,10.73,11.71,6.83,11.71,20.49,12.2
1421,apple hardware,30.0,10.71,10.71,10.0,9.29,8.57,10.0,10.71
1422,apple hardware,41.46,9.15,11.59,7.32,6.1,6.1,8.54,9.76
1423,apple hardware,28.46,8.94,12.2,12.2,8.94,8.13,9.76,11.38
1424,apple hardware,41.96,8.24,7.45,7.84,6.27,8.63,8.63,10.98
1425,apple hardware,20.61,9.92,16.79,9.92,9.92,11.45,9.16,12.21
1426,apple hardware,27.41,8.15,8.15,16.3,7.41,11.11,9.63,11.85
1427,apple hardware,28.08,14.78,8.37,7.39,6.4,8.37,6.9,19.7
1428,apple hardware,22.15,12.08,11.41,18.12,8.05,7.38,9.4,11.41
1429,apple hardware,30.21,7.29,8.85,26.56,7.81,7.29,5.73,6.25
1430,apple hardware,24.14,10.34,21.26,6.9,6.9,8.05,10.92,11.49
1431,apple hardware,23.81,8.73,11.11,10.32,15.08,9.52,9.52,11.9
1432,apple hardware,34.81,11.05,11.6,8.84,6.08,11.05,6.63,9.94
1433,apple hardware,28.34,11.76,9.09,15.51,8.02,6.42,10.16,10.7
1434,email filler words,19.9,10.68,29.61,7.28,4.85,7.28,6.31,14.08
1435,apple hardware,23.44,9.38,11.72,8.59,7.81,7.81,13.28,17.97
1436,apple hardware,29.08,13.27,17.35,9.69,7.65,8.16,5.61,9.18
1437,apple hardware,21.19,12.71,16.1,9.32,15.25,8.47,8.47,8.47
1438,apple hardware,18.12,12.75,15.44,9.4,11.41,8.72,10.74,13.42
1439,apple hardware,18.5,14.0,11.0,10.0,8.0,9.5,12.5,16.5
1440,apple hardware,28.45,10.34,12.07,10.34,10.34,8.62,10.34,9.48
1441,for sale,8.61,10.05,17.7,28.71,7.18,8.61,7.18,11.96
1442,apple hardware,30.88,11.27,13.73,10.78,8.33,8.82,6.86,9.31
1443,misc,20.08,11.65,8.43,12.05,6.43,13.65,7.23,20.48
1444,apple hardware,27.88,13.46,11.06,6.25,7.69,9.62,11.06,12.98
1445,apple hardware,39.61,8.44,11.69,8.44,7.14,7.79,9.74,7.14
1446,apple hardware,38.46,10.41,7.69,6.79,5.88,7.69,8.6,14.48
1447,apple hardware,50.68,13.7,3.42,5.48,6.16,6.51,8.56,5.48
1448,for sale,21.3,9.47,12.43,22.49,5.92,8.28,9.47,10.65
1449,apple hardware,26.77,8.66,13.39,9.45,10.24,9.45,11.02,11.02
1450,email filler words,14.84,12.9,20.0,7.74,17.42,9.03,10.97,7.1
1451,apple hardware,34.55,7.88,10.91,15.76,6.06,9.09,7.88,7.88
1452,email filler words,14.62,10.0,18.46,13.08,11.54,9.23,10.77,12.31
1453,apple hardware,34.05,14.59,7.57,10.27,9.73,8.11,7.03,8.65
