document,actual,hockey,atheism,for sale,apple hardware,electronics,guns
1356,hockey,64.26,8.66,6.14,5.42,9.39,6.14
1357,hockey,52.52,28.7,6.78,3.3,5.22,3.48
1358,for sale,14.46,12.05,20.48,20.48,20.48,12.05
1359,hockey,27.78,9.88,15.43,20.37,14.2,12.35
1360,hockey,62.39,10.68,7.26,5.13,6.41,8.12
1361,hockey,43.1,34.1,6.7,3.83,5.36,6.9
1362,hockey,43.65,8.12,22.34,9.14,8.63,8.12
1363,hockey,44.21,10.33,17.77,5.37,8.68,13.64
1364,hockey,34.22,22.99,13.9,6.95,9.63,12.3
1365,hockey,30.15,11.76,26.47,9.56,11.03,11.03
1366,hockey,37.88,13.64,14.39,9.09,12.88,12.12
1367,hockey,39.14,36.52,7.4,4.31,5.24,7.4
1368,hockey,64.67,5.43,8.15,6.52,9.24,5.98
1369,hockey,45.78,6.63,12.65,9.04,10.84,15.06
1370,hockey,29.17,13.89,22.92,9.72,10.42,13.89
1371,hockey,42.34,13.14,10.95,9.49,11.68,12.41
1372,hockey,54.38,14.29,9.22,7.37,6.45,8.29
1373,hockey,39.6,12.08,14.77,9.4,12.08,12.08
1374,hockey,29.46,12.4,18.6,10.85,18.6,10.08
1375,hockey,29.55,7.95,19.89,9.66,21.59,11.36
1376,hockey,50.0,13.98,13.98,6.45,7.53,8.06
1377,hockey,53.9,13.01,9.67,6.69,8.55,8.18
1378,hockey,66.18,13.99,3.97,4.8,4.38,6.68
1379,hockey,71.15,5.0,8.08,5.38,6.15,4.23
1380,hockey,38.94,9.73,14.16,11.5,9.73,15.93
1381,hockey,56.68,11.74,10.12,6.88,6.48,8.1
1382,hockey,43.62,13.83,14.89,6.91,6.38,14.36
1383,hockey,40.0,12.59,15.56,9.63,11.11,11.11
1384,hockey,60.35,8.42,5.96,9.47,9.12,6.67
1385,hockey,32.72,23.46,15.43,7.41,11.11,9.88
1386,hockey,81.55,2.31,3.79,2.8,6.1,3.46
1387,hockey,62.32,13.38,6.85,3.75,3.26,10.44
1388,hockey,53.9,7.8,7.8,9.93,11.35,9.22
1389,hockey,42.5,12.5,13.75,10.0,9.38,11.88
1390,hockey,39.18,13.4,23.2,5.15,11.34,7.73
1391,hockey,51.3,10.36,15.03,5.7,9.33,8.29
1392,hockey,39.67,11.41,11.41,8.7,20.65,8.15
1393,hockey,35.15,11.39,14.36,6.93,10.4,21.78
1394,hockey,47.84,8.63,13.73,6.27,5.88,17.65
1395,hockey,52.14,6.79,13.21,4.29,12.86,10.71
1396,hockey,29.46,12.4,20.93,10.85,10.08,16.28
1397,hockey,49.08,10.43,14.11,8.59,9.2,8.59
1398,hockey,46.84,12.03,12.03,8.86,10.76,9.49
1399,hockey,40.28,13.89,13.89,10.42,8.33,13.19
1400,hockey,42.86,9.82,15.18,11.61,9.82,10.71
1401,hockey,38.82,9.87,13.82,9.87,14.47,13.16
1402,electronics,20.93,12.79,16.28,13.95,22.09,13.95
1403,hockey,37.94,34.41,6.11,4.5,8.04,9.0
1404,hockey,25.83,11.92,16.56,21.85,13.25,10.6
1405,hockey,44.9,15.82,18.88,7.14,6.63,6.63
1406,hockey,48.87,10.86,13.57,7.69,6.79,12.22
1407,hockey,36.52,16.52,18.7,8.26,9.57,10.43
1408,hockey,37.74,15.09,13.21,12.26,9.43,12.26
1409,hockey,49.38,11.25,13.75,8.12,7.5,10.0
1410,hockey,32.68,14.38,18.95,11.76,10.46,11.76
1411,hockey,47.83,9.94,14.29,9.32,8.07,10.56
1412,hockey,76.15,4.59,5.05,5.05,4.59,4.59
1413,hockey,41.73,12.95,15.83,9.35,10.07,10.07
1414,hockey,36.73,16.33,12.24,12.24,12.24,10.2
1415,for sale,23.33,10.83,25.0,16.67,12.5,11.67
1416,hockey,51.85,9.72,14.81,6.94,8.8,7.87
1417,hockey,47.25,10.26,18.68,7.33,10.26,6.23
1418,hockey,28.47,11.81,20.14,9.72,11.81,18.06
1419,hockey,78.14,4.05,5.26,4.05,4.05,4.45
1420,hockey,87.79,1.8,1.53,1.8,3.5,3.59
1421,hockey,46.56,10.31,17.94,6.11,11.83,7.25
1422,hockey,50.79,13.76,13.76,6.35,5.82,9.52
1423,hockey,60.37,5.99,8.29,9.22,7.37,8.76
1424,hockey,37.18,8.97,25.64,11.54,9.62,7.05
1425,hockey,35.33,14.67,14.0,9.33,12.67,14.0
1426,hockey,58.01,20.09,8.58,3.39,5.19,4.74
1427,hockey,40.21,18.18,12.59,3.85,11.89,13.29
1428,hockey,35.64,9.41,20.79,9.9,12.38,11.88
1429,hockey,39.33,14.0,16.0,8.0,14.0,8.67
1430,hockey,50.86,18.83,12.47,3.18,6.85,7.82
1431,hockey,48.69,12.57,11.52,5.76,10.47,10.99
1432,hockey,35.74,31.66,9.72,3.76,10.97,8.15
1433,hockey,46.45,13.55,15.48,6.45,10.32,7.74
1434,hockey,39.37,14.17,13.39,11.81,11.81,9.45
1435,hockey,40.17,10.48,13.54,7.42,14.41,13.97
1436,hockey,54.5,10.9,11.85,7.11,8.06,7.58
1437,hockey,43.86,10.53,22.22,8.19,7.6,7.6
1438,hockey,41.33,10.67,16.0,12.67,10.0,9.33
1439,hockey,35.0,13.75,21.25,10.62,10.0,9.38
1440,hockey,52.17,8.7,12.32,9.42,7.25,10.14
1441,hockey,43.24,10.81,15.14,12.97,9.19,8.65
1442,hockey,36.3,12.59,15.56,12.59,13.33,9.63
1443,hockey,37.8,12.2,20.73,8.54,9.15,11.59
1444,guns,17.6,14.4,15.2,11.2,13.6,28.0
1445,hockey,65.22,15.22,1.78,3.44,5.89,8.44
1446,hockey,69.03,11.83,4.09,4.09,4.95,6.02
1447,hockey,24.84,15.69,21.57,9.15,12.42,16.34
1448,hockey,44.59,15.77,16.22,8.56,4.95,9.91
1449,hockey,31.62,17.09,14.53,10.26,16.24,10.26
1450,for sale,19.77,12.79,22.09,13.95,19.77,11.63
1451,hockey,51.69,6.28,14.98,10.14,11.11,5.8
1452,hockey,41.54,9.23,20.0,10.77,11.79,6.67
1453,hockey,59.15,10.64,8.94,6.81,5.96,8.51
1454,hockey,43.81,15.46,15.98,8.25,8.25,8.25
1455,hockey,47.98,13.29,12.72,8.67,9.25,8.09
1456,hockey,46.59,10.98,10.61,4.17,15.53,12.12
1457,hockey,54.58,9.15,12.54,4.07,11.53,8.14
1458,hockey,29.57,17.39,17.39,12.17,9.57,13.91
1459,hockey,27.46,13.38,19.01,14.08,13.38,12.68
1460,hockey,43.17,17.18,14.54,7.49,7.93,9.69
1461,hockey,24.47,11.7,19.15,20.21,11.7,12.77
1462,hockey,51.77,11.35,9.93,7.45,9.93,9.57
1463,hockey,40.25,15.09,12.58,7.55,14.47,10.06
1464,hockey,48.47,11.66,12.88,7.36,6.75,12.88
1465,hockey,51.79,11.28,12.31,8.21,6.67,9.74
1466,hockey,38.89,19.44,12.78,8.89,10.56,9.44
1467,hockey,49.4,8.33,13.69,9.52,10.12,8.93
1468,hockey,33.0,12.0,16.0,11.0,14.0,14.0
1469,guns,24.03,17.31,10.76,2.69,7.56,37.65
1470,hockey,37.57,12.14,16.18,9.83,10.98,13.29
1471,hockey,33.33,14.67,18.67,11.33,12.0,10.0
1472,hockey,44.6,12.95,16.55,7.91,9.35,8.63
1473,hockey,44.44,8.33,16.67,6.67,14.44,9.44
1474,hockey,49.01,9.41,12.87,4.95,6.93,16.83
1475,hockey,53.3,10.99,13.19,7.14,7.14,8.24
1476,hockey,36.3,12.33,20.55,8.9,14.38,7.53
1477,hockey,42.48,11.11,18.95,9.15,9.8,8.5
1478,hockey,30.72,16.34,15.69,9.8,15.03,12.42
1479,hockey,23.66,11.83,15.05,16.13,16.13,17.2
1480,hockey,48.18,15.79,12.55,7.69,7.69,8.1
1481,hockey,39.73,6.85,20.55,8.22,10.96,13.7
1482,hockey,31.7,14.29,13.39,8.04,22.77,9.82
1483,hockey,59.93,7.8,14.18,6.03,6.38,5.67
1484,hockey,50.42,9.58,16.67,5.83,7.5,10.0
1485,hockey,45.19,9.62,13.46,10.58,10.58,10.58
1486,hockey,82.39,3.46,4.09,3.77,3.14,3.14
1487,hockey,50.34,9.46,10.14,6.08,11.82,12.16
1488,hockey,22.34,14.89,14.89,10.64,21.28,15.96
1489,hockey,37.6,10.4,12.8,13.6,10.4,15.2
1490,hockey,43.52,17.62,8.81,7.25,13.47,9.33
1491,hockey,37.8,31.96,10.31,5.84,5.84,8.25
1492,hockey,44.76,13.33,15.24,6.19,7.62,12.86
1493,hockey,59.63,16.64,7.1,3.74,6.17,6.73
1494,hockey,27.27,15.45,17.27,15.45,10.91,13.64
1495,hockey,44.06,9.09,17.48,9.79,9.09,10.49
1496,hockey,37.76,10.49,19.58,8.39,14.69,9.09
1497,hockey,33.98,13.28,17.97,8.98,9.77,16.02
1498,hockey,37.34,12.66,21.52,7.59,11.39,9.49
1499,hockey,56.3,7.25,9.5,6.91,9.84,10.19
1500,hockey,33.85,9.23,29.23,7.69,9.23,10.77
1501,hockey,33.44,15.56,10.26,4.97,11.59,24.17
1502,hockey,50.87,13.48,17.39,5.65,6.52,6.09
1503,hockey,50.55,9.09,13.09,5.82,9.45,12.0
1504,for sale,17.76,12.15,33.64,9.35,15.89,11.21
1505,hockey,30.4,13.6,20.8,10.4,10.4,14.4
1506,hockey,23.65,13.51,23.65,6.76,17.57,14.86
1507,hockey,38.64,9.85,15.91,12.12,12.12,11.36
1508,hockey,31.91,14.89,19.86,12.06,12.77,8.51
1509,hockey,34.88,13.95,17.05,9.3,10.08,14.73
1510,hockey,26.56,14.06,14.84,10.94,18.75,14.84
1511,hockey,37.58,14.01,13.38,8.92,16.56,9.55
1512,hockey,18.18,15.58,16.88,18.18,18.18,12.99
1513,hockey,50.0,11.06,17.26,7.52,5.75,8.41
1514,hockey,52.89,10.74,11.16,8.26,7.44,9.5
1515,hockey,26.38,12.88,19.63,15.95,12.27,12.88
1516,for sale,16.51,11.01,24.77,19.27,14.68,13.76
1517,hockey,42.16,14.05,18.38,7.57,9.19,8.65
1518,hockey,73.24,6.57,3.98,3.06,6.27,6.88
1519,hockey,85.05,2.72,2.72,3.26,2.99,3.26
1520,hockey,38.2,15.73,16.29,10.67,10.67,8.43
1521,hockey,38.54,16.15,10.42,8.85,11.98,14.06
1522,hockey,50.85,9.04,9.6,6.78,8.47,15.25
1523,hockey,46.15,10.99,12.64,6.04,14.29,9.89
1524,hockey,43.04,13.92,13.29,7.59,10.13,12.03
1525,hockey,90.4,1.76,2.08,1.6,2.24,1.92
1526,hockey,55.94,8.91,10.89,9.9,5.94,8.42
1527,hockey,76.72,4.59,4.92,4.59,4.26,4.92
1528,hockey,38.6,11.7,14.62,13.45,12.28,9.36
1529,apple hardware,20.0,12.73,19.09,23.64,10.91,13.64
1530,hockey,40.69,13.1,14.48,8.28,13.79,9.66
1531,hockey,34.88,14.53,18.6,6.4,13.95,11.63
1532,hockey,41.46,10.98,21.34,9.15,9.15,7.93
1533,hockey,37.5,8.33,17.5,13.33,10.0,13.33
1534,hockey,28.32,12.39,14.16,12.39,23.01,9.73
1535,hockey,80.06,3.07,5.21,4.91,3.68,3.07
1536,hockey,48.69,13.61,10.99,7.33,10.47,8.9
1537,hockey,34.44,14.44,18.33,7.22,15.0,10.56
1538,hockey,44.1,17.13,14.33,5.9,10.96,7.58
1539,hockey,90.65,1.61,1.61,1.77,2.1,2.26
1540,hockey,41.18,11.76,19.61,7.84,9.8,9.8
1541,for sale,26.36,10.91,29.09,10.91,9.09,13.64
1542,hockey,58.58,8.37,7.11,5.02,12.55,8.37
1543,hockey,36.55,12.41,19.31,9.66,11.03,11.03
1544,hockey,37.74,11.32,19.5,6.92,9.43,15.09
1545,hockey,59.11,7.11,13.33,8.0,5.78,6.67
1546,hockey,22.34,17.02,17.02,11.7,21.28,10.64
1547,hockey,30.71,12.6,19.69,8.66,10.24,18.11
1548,hockey,45.59,11.03,11.03,10.29,12.5,9.56
1549,hockey,50.41,12.81,12.81,7.02,6.61,10.33
1550,hockey,52.33,21.33,6.63,4.48,4.66,10.57
1551,hockey,27.12,21.19,16.1,11.86,13.56,10.17
1552,hockey,36.76,13.24,10.29,10.29,15.44,13.97
1553,hockey,50.75,9.7,11.19,11.19,8.96,8.21
1554,hockey,36.67,11.33,8.67,10.67,12.0,20.67
1555,hockey,50.99,15.42,12.25,6.72,5.93,8.7
1556,hockey,38.71,11.29,19.35,11.29,11.29,8.06
1557,hockey,38.86,13.54,18.78,7.42,9.61,11.79
1558,hockey,66.99,4.78,9.09,5.26,5.26,8.61
1559,hockey,31.31,16.16,17.17,11.11,11.11,13.13
1560,hockey,54.67,7.48,13.08,6.07,8.88,9.81
1561,for sale,24.39,9.76,42.68,6.1,9.15,7.93
1562,hockey,30.0,11.74,27.39,6.96,7.83,16.09
1563,for sale,16.67,17.78,23.33,12.22,16.67,13.33
1564,hockey,51.82,8.03,8.03,10.95,8.76,12.41
1565,hockey,61.55,14.96,6.82,3.98,6.25,6.44
1566,hockey,51.32,9.21,15.13,7.89,7.24,9.21
1567,for sale,19.79,13.54,22.92,13.54,16.67,13.54
1568,hockey,28.87,10.31,19.59,14.43,16.49,10.31
1569,hockey,80.82,5.26,5.11,2.56,2.84,3.41
1570,hockey,46.25,11.88,11.88,7.5,10.62,11.88
1571,hockey,41.05,13.68,13.68,6.32,10.53,14.74
1572,hockey,50.52,7.81,15.1,6.25,7.81,12.5
1573,hockey,42.97,10.16,14.84,8.59,10.94,12.5
1574,hockey,58.33,8.33,8.33,7.14,8.33,9.52
1575,hockey,51.76,14.06,9.58,7.99,9.27,7.35
1576,hockey,30.51,13.56,14.41,12.71,16.95,11.86
1577,hockey,35.11,12.21,14.5,12.21,13.74,12.21
1578,hockey,88.7,2.3,2.09,2.09,2.3,2.51
1579,hockey,23.86,12.5,14.77,18.18,17.05,13.64
1580,for sale,25.45,9.09,39.39,9.7,9.7,6.67
1581,hockey,24.14,13.79,16.38,15.52,17.24,12.93
1582,hockey,26.55,13.27,16.81,17.7,11.5,14.16
1583,hockey,36.94,12.61,18.02,11.71,10.81,9.91
1584,hockey,40.67,10.67,19.33,10.67,8.67,10.0
1585,hockey,81.15,2.33,4.65,4.04,3.79,4.04
1586,hockey,49.4,6.02,16.27,9.64,7.83,10.84
1587,hockey,43.4,11.32,11.32,11.32,11.32,11.32
1588,hockey,58.18,18.7,6.23,3.38,4.94,8.57
1589,hockey,40.88,8.18,17.61,7.55,16.35,9.43
1590,hockey,57.49,7.78,11.98,8.98,7.78,5.99
1591,hockey,38.89,9.52,17.46,13.49,9.52,11.11
1592,hockey,57.14,7.45,10.56,7.76,8.07,9.01
1593,hockey,43.48,7.25,18.12,10.87,9.42,10.87
1594,hockey,51.89,13.06,9.62,5.84,9.97,9.62
1595,hockey,41.03,8.74,9.42,4.93,11.43,24.44
1596,hockey,28.97,10.28,27.1,10.28,12.15,11.21
1597,hockey,40.76,12.1,17.83,10.19,7.64,11.46
1598,hockey,34.95,12.62,15.53,11.65,14.56,10.68
1599,hockey,46.3,9.88,17.28,8.64,8.02,9.88
1600,hockey,30.25,11.73,17.28,9.26,18.52,12.96
1601,hockey,44.03,18.83,11.14,5.04,11.41,9.55
1602,hockey,47.56,7.93,15.24,8.54,10.37,10.37
1603,hockey,25.93,13.89,20.37,11.11,16.67,12.04
1604,hockey,36.44,10.17,16.1,14.41,9.32,13.56
1605,hockey,65.98,6.7,7.22,5.67,7.73,6.7
1606,hockey,29.7,11.88,19.8,13.86,9.9,14.85
1607,hockey,37.43,17.11,16.58,8.02,9.09,11.76
1608,hockey,27.88,11.54,25.96,12.5,11.54,10.58
1609,hockey,49.72,10.17,16.38,8.47,8.47,6.78
1610,hockey,38.22,11.46,19.11,10.19,8.28,12.74
1611,hockey,55.36,15.02,7.3,6.01,9.01,7.3
1612,hockey,37.17,15.04,9.73,12.39,15.04,10.62
1613,hockey,35.92,13.38,19.01,9.15,12.68,9.86
1614,hockey,33.77,12.99,25.97,9.74,8.44,9.09
1615,hockey,44.31,20.31,7.38,4.62,15.38,8.0
1616,hockey,23.23,11.11,21.21,22.22,11.11,11.11
1617,hockey,35.71,14.29,20.33,8.79,9.34,11.54
1618,for sale,18.18,11.36,30.68,13.64,14.77,11.36
1619,hockey,34.38,15.0,18.75,9.38,6.25,16.25
1620,for sale,16.78,18.88,30.07,8.39,16.78,9.09
1621,hockey,30.94,13.67,13.67,11.51,17.27,12.95
1622,hockey,26.29,16.0,18.86,6.29,13.71,18.86
1623,hockey,40.0,9.23,11.54,13.85,15.38,10.0
1624,hockey,60.74,7.02,9.92,6.2,8.68,7.44
1625,hockey,33.33,10.08,26.36,8.53,7.75,13.95
1626,hockey,33.61,10.66,16.39,12.3,13.11,13.93
1627,hockey,30.0,12.86,14.29,12.14,20.71,10.0
1628,hockey,38.06,13.43,19.4,9.7,9.7,9.7
1629,hockey,41.86,10.85,10.85,8.53,17.83,10.08
1630,hockey,57.38,11.15,5.9,5.25,10.49,9.84
1631,hockey,44.44,12.87,12.28,8.19,12.28,9.94
1632,hockey,35.35,18.18,14.14,11.11,10.1,11.11
1633,hockey,34.78,14.67,10.87,8.7,21.2,9.78
1634,hockey,42.08,8.74,20.22,7.65,9.29,12.02
1635,hockey,40.76,14.13,21.74,9.24,7.07,7.07
1636,hockey,46.21,8.97,15.17,8.97,9.66,11.03
1637,hockey,52.88,5.29,14.42,7.21,7.69,12.5
1638,hockey,27.27,13.13,18.18,11.11,18.18,12.12
1639,hockey,40.84,12.6,8.78,8.4,16.79,12.6
1640,hockey,39.76,12.05,19.28,11.45,8.43,9.04
1641,hockey,50.27,12.57,8.74,7.1,9.29,12.02
1642,hockey,44.29,13.7,17.35,6.39,9.59,8.68
1643,hockey,54.96,11.86,12.35,3.63,9.44,7.75
1644,hockey,28.42,20.53,14.21,7.89,13.16,15.79
1645,hockey,35.29,12.61,12.61,12.61,15.97,10.92
1646,hockey,35.34,15.52,15.52,11.21,10.34,12.07
1647,hockey,77.03,7.02,2.1,2.03,7.09,4.72
1648,hockey,44.44,14.35,12.96,6.02,11.11,11.11
1649,hockey,39.87,10.13,20.25,9.49,11.39,8.86
1650,hockey,53.64,9.96,13.79,8.05,6.51,8.05
1651,hockey,60.64,14.89,4.04,4.04,8.51,7.87
1652,for sale,21.36,13.59,23.3,13.59,16.5,11.65
1653,hockey,55.77,7.21,12.02,7.69,6.25,11.06
1654,hockey,32.0,16.8,16.0,12.8,9.6,12.8
1655,hockey,39.88,8.93,22.02,11.31,7.14,10.71
1656,hockey,45.51,9.62,14.1,11.54,11.54,7.69
1657,hockey,33.1,15.68,8.01,24.04,11.15,8.01
1658,hockey,89.67,1.43,2.58,2.01,1.72,2.58
1659,hockey,63.44,8.06,8.6,6.99,6.45,6.45
1660,hockey,48.82,11.81,15.35,7.09,5.91,11.02
1661,hockey,35.71,11.04,20.78,7.14,8.44,16.88
1662,hockey,42.42,11.11,18.69,7.07,8.59,12.12
1663,hockey,31.63,13.27,14.29,14.29,13.27,13.27
1664,hockey,68.42,4.78,8.61,6.7,5.26,6.22
1665,guns,6.31,10.36,8.56,5.86,6.31,62.61
1666,guns,3.84,7.57,4.07,2.1,3.84,78.58
1667,guns,6.97,12.7,11.48,5.33,9.43,54.1
1668,guns,1.78,18.36,1.36,2.41,2.99,73.08
1669,guns,9.47,14.4,13.58,6.17,6.58,49.79
1670,electronics,15.93,11.5,15.93,11.5,25.66,19.47
1671,guns,4.3,13.91,12.25,3.64,5.3,60.6
1672,electronics,13.33,12.22,16.67,16.67,25.56,15.56
1673,atheism,8.17,29.18,27.24,4.67,11.28,19.46
1674,for sale,7.78,19.76,28.14,6.59,11.98,25.75
1675,for sale,6.43,21.64,30.99,9.94,12.87,18.13
1676,for sale,8.14,12.21,38.37,8.14,9.3,23.84
1677,guns,11.0,13.5,27.0,9.0,8.5,31.0
1678,for sale,11.63,13.95,37.21,12.4,11.63,13.18
1679,guns,14.05,13.22,20.66,18.18,9.09,24.79
1680,for sale,7.35,10.29,43.38,7.35,10.29,21.32
1681,guns,8.28,17.16,15.98,7.1,8.88,42.6
1682,guns,7.59,9.28,21.52,10.97,5.91,44.73
1683,guns,10.99,15.71,16.23,10.47,11.52,35.08
1684,guns,9.73,14.77,12.08,5.03,11.41,46.98
1685,guns,15.15,11.62,16.16,8.08,24.24,24.75
1686,electronics,12.5,14.58,15.62,15.62,23.96,17.71
1687,guns,4.53,9.07,4.82,4.25,5.1,72.24
1688,guns,8.54,20.73,20.73,14.63,11.38,23.98
1689,guns,9.77,20.93,13.95,8.37,11.63,35.35
1690,guns,6.19,17.62,13.81,7.14,10.95,44.29
1691,guns,5.93,13.56,5.65,3.95,6.78,64.12
1692,guns,6.92,11.64,8.81,5.66,8.49,58.49
1693,guns,7.25,10.88,12.44,7.25,7.25,54.92
1694,guns,3.67,13.3,15.14,10.32,9.86,47.71
1695,guns,12.16,14.86,23.65,7.43,12.84,29.05
1696,guns,8.57,8.57,13.71,6.86,12.0,50.29
1697,guns,7.38,15.57,13.11,5.74,9.43,48.77
1698,guns,6.42,13.09,9.38,5.93,10.86,54.32
1699,guns,11.18,16.47,20.59,11.18,11.18,29.41
1700,guns,5.88,8.56,27.81,9.63,13.37,34.76
1701,guns,8.72,12.75,22.82,9.4,18.79,27.52
1702,for sale,7.51,12.14,27.75,11.56,20.23,20.81
1703,guns,10.48,12.1,14.52,7.66,8.47,46.77
1704,guns,5.97,18.66,11.57,9.7,23.13,30.97
1705,guns,7.55,13.84,23.27,11.32,15.72,28.3
1706,guns,7.61,17.39,22.28,11.41,9.78,31.52
1707,guns,10.46,16.34,15.03,10.46,13.07,34.64
1708,guns,13.13,8.88,10.04,15.06,7.72,45.17
1709,guns,7.8,12.68,13.17,7.8,10.24,48.29
1710,guns,6.75,15.03,9.82,6.13,16.26,46.01
1711,guns,5.9,19.19,10.7,7.75,18.08,38.38
1712,for sale,10.23,11.36,31.82,13.64,7.95,25.0
1713,guns,12.0,10.4,19.2,12.8,11.2,34.4
1714,guns,7.53,12.9,28.49,11.29,10.22,29.57
1715,guns,12.71,16.95,22.88,12.71,9.32,25.42
1716,atheism,17.17,26.26,12.12,7.07,20.2,17.17
1717,guns,6.92,18.87,19.5,10.69,20.75,23.27
1718,guns,4.93,15.07,15.94,4.93,6.67,52.46
1719,guns,7.53,11.83,13.44,7.53,6.99,52.69
1720,guns,8.94,7.12,5.0,5.3,10.15,63.48
1721,guns,6.25,10.0,17.08,6.25,15.83,44.58
1722,guns,4.46,11.9,8.18,4.83,5.58,65.06
1723,guns,5.02,15.05,8.6,5.38,6.09,59.86
1724,guns,5.23,18.53,6.41,4.28,10.69,54.87
1725,guns,4.09,14.32,14.32,4.55,5.68,57.05
1726,guns,8.22,13.7,15.07,7.76,8.22,47.03
1727,guns,9.2,10.43,12.88,6.75,10.43,50.31
1728,guns,9.35,12.62,11.68,5.61,8.88,51.87
1729,for sale,7.04,15.49,30.99,7.98,12.68,25.82
1730,guns,6.2,16.53,20.66,9.5,14.88,32.23
1731,guns,10.26,16.03,12.82,8.97,10.26,41.67
1732,guns,9.38,23.83,11.33,4.69,7.81,42.97
1733,guns,9.35,15.89,11.68,9.81,17.29,35.98
1734,guns,12.4,12.4,20.66,10.74,12.4,31.4
1735,guns,8.05,9.4,16.11,10.07,8.72,47.65
1736,guns,9.28,18.04,9.28,10.82,14.43,38.14
1737,guns,4.19,23.79,4.41,3.96,7.49,56.17
1738,for sale,6.86,15.43,33.71,9.71,12.0,22.29
1739,guns,5.16,14.84,11.29,5.81,6.45,56.45
1740,guns,2.78,30.88,3.89,3.89,5.56,52.99
1741,guns,5.02,7.95,7.95,5.86,12.13,61.09
1742,guns,8.81,30.0,10.24,3.57,6.9,40.48
1743,guns,2.75,10.44,7.14,3.11,6.41,70.15
1744,guns,10.3,12.73,19.39,8.48,9.09,40.0
1745,guns,6.45,8.87,11.69,7.26,7.66,58.06
1746,guns,3.65,9.25,7.06,3.65,11.44,64.96
1747,guns,9.95,15.92,13.43,9.45,8.46,42.79
1748,guns,4.91,14.53,6.41,8.97,8.33,56.84
1749,for sale,10.61,9.09,37.88,8.33,12.88,21.21
1750,guns,4.81,12.36,3.66,3.43,7.55,68.19
1751,guns,5.38,12.47,9.29,3.91,8.8,60.15
1752,guns,10.95,13.87,20.44,10.22,15.33,29.2
1753,guns,8.45,23.62,9.33,4.66,5.54,48.4
1754,guns,21.09,16.33,11.56,11.56,16.33,23.13
1755,guns,5.41,31.53,5.57,5.73,3.03,48.73
1756,guns,9.66,9.66,13.1,10.34,10.34,46.9
1757,guns,8.19,16.38,14.33,6.48,6.14,48.46
1758,guns,3.88,29.71,6.6,3.11,5.24,51.46
1759,guns,7.63,19.08,20.61,9.92,9.92,32.82
1760,guns,7.14,11.54,13.19,6.59,13.19,48.35
1761,guns,7.59,8.48,9.38,14.29,8.93,51.34
1762,guns,4.83,26.54,5.9,4.83,8.58,49.33
1763,for sale,10.13,11.39,39.87,10.76,14.56,13.29
1764,for sale,12.15,12.71,34.81,8.84,8.29,23.2
1765,for sale,7.1,18.93,35.5,12.43,6.51,19.53
1766,guns,9.0,10.9,28.44,7.11,8.53,36.02
1767,guns,5.0,16.33,18.33,5.33,5.67,49.33
1768,for sale,11.63,7.75,44.19,13.18,9.3,13.95
1769,guns,18.93,9.97,4.09,7.16,8.44,51.41
1770,guns,7.53,14.73,7.53,5.14,6.85,58.22
1771,guns,8.2,12.02,19.67,7.65,15.85,36.61
1772,guns,6.69,15.48,7.53,8.37,10.04,51.88
1773,guns,11.46,14.65,12.1,6.37,10.19,45.22
1774,guns,12.1,11.46,20.38,8.28,12.1,35.67
1775,guns,7.28,20.28,7.8,3.47,9.88,51.3
1776,guns,10.49,12.59,13.99,9.79,13.99,39.16
1777,guns,4.32,26.51,9.8,3.75,8.36,47.26
1778,guns,6.32,20.16,13.83,4.74,7.91,47.04
1779,guns,9.45,12.6,13.39,11.02,17.32,36.22
1780,guns,8.15,11.85,15.56,12.59,25.19,26.67
1781,electronics,14.91,15.79,16.67,12.28,24.56,15.79
1782,guns,3.47,17.12,7.94,4.96,4.96,61.54
1783,guns,5.41,17.52,10.51,7.01,7.01,52.55
1784,guns,10.33,14.88,19.83,10.33,9.5,35.12
1785,guns,12.06,16.08,9.55,6.53,15.58,40.2
1786,guns,6.72,17.23,6.72,6.3,9.66,53.36
1787,guns,5.6,18.53,6.18,4.05,5.41,60.23
1788,guns,8.29,19.82,5.99,5.53,14.75,45.62
1789,guns,4.24,5.93,29.24,5.51,6.78,48.31
1790,guns,7.92,20.79,26.4,4.95,7.26,32.67
1791,guns,9.09,11.19,19.58,13.29,9.09,37.76
1792,guns,5.34,18.86,8.54,6.41,5.34,55.52
1793,guns,7.52,16.63,13.44,4.33,7.06,51.03
1794,guns,4.02,7.12,10.84,7.12,6.19,64.71
1795,guns,11.72,13.28,16.41,12.5,14.84,31.25
1796,guns,9.0,21.33,18.96,10.43,7.11,33.18
1797,guns,5.28,20.42,9.15,6.69,6.34,52.11
1798,guns,4.06,17.18,15.04,3.82,5.73,54.18
1799,for sale,8.33,15.79,32.89,9.65,6.58,26.75
1800,guns,5.36,12.05,10.71,4.46,7.14,60.27
1801,guns,8.54,14.02,14.02,9.15,14.02,40.24
1802,guns,9.68,16.13,20.97,13.71,12.1,27.42
1803,guns,4.96,20.1,12.66,4.47,4.96,52.85
1804,guns,5.13,16.67,10.68,6.41,9.83,51.28
1805,guns,3.23,12.7,6.24,3.0,5.08,69.75
1806,guns,7.14,11.73,12.76,7.65,8.16,52.55
1807,guns,5.56,15.56,8.06,3.33,6.67,60.83
1808,guns,5.96,15.74,6.81,6.81,8.09,56.6
1809,guns,3.55,16.55,4.73,3.89,6.42,64.86
