document,actual,atheism,hockey,apple hardware,for sale,guns,electronics
1353,electronics,12.22,21.11,13.33,18.89,11.11,23.33
1354,hockey,11.7,35.64,11.17,15.96,14.36,11.17
1355,hockey,5.11,68.14,4.94,5.96,8.01,7.84
1356,hockey,7.58,67.15,5.05,6.14,7.58,6.5
1357,hockey,25.57,51.13,3.13,9.74,5.04,5.39
1358,electronics,12.05,16.87,16.87,16.87,12.05,25.3
1359,hockey,7.41,29.63,18.52,19.14,11.11,14.2
1360,hockey,8.12,58.55,4.7,10.26,9.83,8.55
1361,hockey,29.89,43.68,4.79,13.79,4.98,2.87
1362,hockey,9.64,44.16,7.11,22.84,8.12,8.12
1363,hockey,9.92,44.63,4.96,21.49,9.92,9.09
1364,hockey,18.72,35.29,5.88,14.97,13.9,11.23
1365,hockey,20.59,30.15,8.09,19.85,10.29,11.03
1366,hockey,13.64,32.58,9.09,23.48,10.61,10.61
1367,hockey,28.81,38.37,4.62,13.25,11.86,3.08
1368,hockey,6.52,64.67,7.07,8.7,5.98,7.07
1369,hockey,6.02,42.77,12.65,11.45,15.66,11.45
1370,hockey,10.42,30.56,8.33,24.31,12.5,13.89
1371,hockey,10.22,44.53,7.3,13.87,13.14,10.95
1372,hockey,9.68,55.3,7.37,14.75,5.07,7.83
1373,hockey,14.09,36.91,11.41,11.41,13.42,12.75
1374,hockey,10.08,26.36,11.63,18.6,14.73,18.6
1375,electronics,11.93,26.14,6.25,17.61,11.36,26.7
1376,hockey,12.9,51.61,8.06,12.9,5.91,8.6
1377,hockey,11.52,49.81,6.69,14.13,11.15,6.69
1378,hockey,11.06,64.3,2.92,7.31,8.77,5.64
1379,hockey,6.15,70.38,6.54,5.38,4.62,6.92
1380,hockey,9.73,32.74,15.04,20.35,11.5,10.62
1381,hockey,9.31,51.82,7.29,17.41,7.29,6.88
1382,hockey,22.87,39.89,7.45,15.96,6.38,7.45
1383,hockey,11.85,44.44,11.11,11.85,10.37,10.37
1384,hockey,6.67,60.7,7.02,5.96,4.91,14.74
1385,hockey,22.84,31.48,7.41,17.28,11.11,9.88
1386,hockey,2.64,79.24,2.31,7.41,2.8,5.6
1387,hockey,12.07,62.48,1.79,7.67,10.93,5.06
1388,hockey,7.8,54.61,12.06,8.51,8.51,8.51
1389,hockey,11.25,40.62,8.12,20.0,8.75,11.25
1390,hockey,14.95,38.14,9.79,18.56,10.31,8.25
1391,hockey,12.44,46.11,8.29,15.54,8.29,9.33
1392,hockey,8.7,39.13,12.5,13.59,7.07,19.02
1393,hockey,9.41,41.58,7.92,13.86,18.32,8.91
1394,hockey,9.8,51.37,5.88,10.98,16.47,5.49
1395,hockey,6.43,49.29,3.93,19.64,11.07,9.64
1396,hockey,10.08,27.13,11.63,24.03,18.6,8.53
1397,hockey,9.82,46.01,9.82,12.88,11.66,9.82
1398,hockey,10.13,42.41,8.86,20.89,7.59,10.13
1399,hockey,11.11,43.75,10.42,11.81,14.58,8.33
1400,hockey,10.71,41.96,10.71,15.18,10.71,10.71
1401,hockey,11.84,31.58,11.18,23.03,10.53,11.84
1402,hockey,12.79,22.09,18.6,18.6,13.95,13.95
1403,hockey,26.05,35.69,3.54,13.18,14.47,7.07
1404,hockey,9.27,31.13,22.52,15.89,8.61,12.58
1405,hockey,12.24,38.78,8.67,21.94,8.67,9.69
1406,hockey,10.86,53.39,8.6,9.05,9.5,8.6
1407,hockey,14.35,33.91,7.83,20.87,13.91,9.13
1408,hockey,11.32,39.62,13.21,12.26,10.38,13.21
1409,hockey,10.0,47.5,8.75,14.37,10.0,9.38
1410,hockey,13.07,35.29,11.11,20.26,10.46,9.8
1411,hockey,11.8,44.1,10.56,16.15,11.18,6.21
1412,hockey,4.59,75.69,4.59,5.5,4.59,5.05
1413,hockey,11.51,41.01,8.63,17.99,10.79,10.07
1414,hockey,12.24,34.69,9.52,14.97,11.56,17.01
1415,hockey,10.0,25.0,16.67,24.17,10.0,14.17
1416,hockey,10.19,47.69,6.48,20.83,6.48,8.33
1417,hockey,8.79,45.79,8.06,16.12,10.99,10.26
1418,hockey,14.58,30.56,12.5,13.89,13.89,14.58
1419,hockey,4.86,77.33,4.05,4.45,4.45,4.86
1420,hockey,2.15,87.25,1.71,2.33,3.59,2.96
1421,hockey,9.92,48.09,4.96,20.99,7.25,8.78
1422,hockey,13.23,48.68,7.41,12.7,11.11,6.88
1423,hockey,10.14,58.53,6.45,6.91,7.37,10.6
1424,hockey,10.26,37.82,12.18,23.08,8.33,8.33
1425,hockey,11.33,32.0,9.33,16.67,16.67,14.0
1426,hockey,14.0,52.82,3.16,17.61,5.42,7.0
1427,hockey,13.29,40.21,4.9,19.58,10.84,11.19
1428,hockey,9.41,34.16,12.87,24.75,9.9,8.91
1429,hockey,16.67,39.33,8.67,13.33,8.0,14.0
1430,hockey,10.02,50.61,3.91,19.07,9.29,7.09
1431,hockey,16.23,41.88,6.81,17.8,9.95,7.33
1432,hockey,30.09,36.99,4.08,11.29,9.72,7.84
1433,hockey,12.26,40.65,8.39,18.71,7.74,12.26
1434,hockey,14.17,35.43,11.02,18.11,9.45,11.81
1435,hockey,8.73,40.17,6.55,20.52,13.54,10.48
1436,hockey,7.58,50.24,6.64,18.01,7.58,9.95
1437,hockey,8.19,39.77,12.87,19.88,9.36,9.94
1438,hockey,10.67,42.0,10.0,16.67,10.67,10.0
1439,hockey,13.75,33.75,16.25,16.88,8.75,10.62
1440,hockey,8.7,49.28,10.14,15.22,7.97,8.7
1441,hockey,9.73,44.86,9.73,16.22,9.73,9.73
1442,hockey,11.85,44.44,12.59,8.89,8.89,13.33
1443,hockey,13.41,37.2,7.93,24.39,7.93,9.15
1444,hockey,12.8,24.0,8.8,19.2,18.4,16.8
1445,hockey,15.44,63.33,2.56,5.33,7.44,5.89
1446,hockey,10.32,67.96,3.66,5.16,6.45,6.45
1447,hockey,16.34,28.1,9.8,21.57,13.73,10.46
1448,hockey,21.17,39.19,6.76,19.82,5.86,7.21
1449,hockey,17.09,29.06,10.26,19.66,10.26,13.68
1450,apple hardware,13.95,19.77,20.93,15.12,11.63,18.6
1451,hockey,6.76,47.83,13.53,14.49,6.76,10.63
1452,hockey,9.74,37.95,12.31,20.51,9.74,9.74
1453,hockey,8.94,55.32,5.53,12.77,8.94,8.51
1454,hockey,14.43,43.81,6.7,13.92,11.86,9.28
1455,hockey,9.25,47.4,8.09,18.5,8.09,8.67
1456,hockey,6.82,46.59,4.55,14.77,16.29,10.98
1457,hockey,7.12,49.15,6.44,17.97,9.15,10.17
1458,hockey,11.3,30.43,12.17,20.0,10.43,15.65
1459,hockey,9.15,28.87,9.86,27.46,12.68,11.97
1460,hockey,13.66,39.65,6.17,18.94,8.37,13.22
1461,hockey,11.7,25.53,18.09,19.15,12.77,12.77
1462,hockey,9.93,47.87,4.96,16.67,8.51,12.06
1463,hockey,15.09,40.88,7.55,16.98,8.18,11.32
1464,hockey,11.66,49.69,7.98,11.04,13.5,6.13
1465,hockey,12.31,52.82,7.69,11.28,7.69,8.21
1466,hockey,12.78,32.78,9.44,20.0,11.11,13.89
1467,hockey,9.52,39.29,9.52,17.86,10.12,13.69
1468,hockey,13.0,36.0,11.0,15.0,11.0,14.0
1469,guns,16.64,22.86,3.87,19.83,30.42,6.39
1470,hockey,13.29,34.1,12.72,17.92,11.56,10.4
1471,hockey,16.0,28.0,11.33,15.33,13.33,16.0
1472,hockey,7.91,42.45,10.07,17.99,10.79,10.79
1473,hockey,9.44,42.78,6.67,18.89,7.78,14.44
1474,hockey,6.93,48.02,5.45,15.84,15.35,8.42
1475,hockey,7.69,49.45,7.14,17.58,9.34,8.79
1476,hockey,12.33,40.41,10.27,19.86,6.85,10.27
1477,hockey,9.8,42.48,8.5,20.26,8.5,10.46
1478,hockey,10.46,25.49,14.38,24.84,11.76,13.07
1479,hockey,11.83,24.73,20.43,13.98,11.83,17.2
1480,hockey,14.17,45.75,6.07,15.79,10.53,7.69
1481,hockey,9.59,40.41,14.38,15.75,10.96,8.9
1482,hockey,19.64,34.82,8.48,16.96,8.93,11.16
1483,hockey,6.38,54.61,6.38,20.57,4.26,7.8
1484,hockey,9.17,47.5,4.17,17.08,10.42,11.67
1485,hockey,9.62,45.19,9.62,14.42,10.58,10.58
1486,hockey,3.14,81.76,3.46,5.03,3.14,3.46
1487,hockey,7.77,42.57,5.74,22.97,8.11,12.84
1488,hockey,17.02,25.53,12.77,14.89,11.7,18.09
1489,hockey,9.6,36.0,15.2,14.4,15.2,9.6
1490,hockey,12.44,44.56,9.84,14.51,9.84,8.81
1491,hockey,26.8,33.68,4.81,20.96,6.87,6.87
1492,hockey,12.86,41.9,6.67,20.95,8.57,9.05
1493,hockey,14.39,52.52,2.99,14.77,7.29,8.04
1494,hockey,10.0,27.27,13.64,22.73,11.82,14.55
1495,hockey,10.49,42.66,14.69,12.59,10.49,9.09
1496,hockey,10.49,37.76,9.79,19.58,11.19,11.19
1497,hockey,13.28,32.81,7.03,15.62,19.92,11.33
1498,hockey,10.76,35.44,8.86,25.95,8.23,10.76
1499,hockey,6.22,62.0,3.8,11.57,10.02,6.39
1500,hockey,8.46,41.54,10.77,20.77,10.77,7.69
1501,hockey,10.6,33.44,6.95,16.89,19.54,12.58
1502,hockey,11.3,46.09,5.65,23.04,5.22,8.7
1503,hockey,7.27,44.36,6.55,22.91,9.82,9.09
1504,for sale,12.15,17.76,11.21,35.51,11.21,12.15
1505,hockey,12.0,27.2,12.8,23.2,12.8,12.0
1506,hockey,13.51,25.0,9.46,22.3,15.54,14.19
1507,hockey,9.85,36.36,9.85,18.94,12.12,12.88
1508,hockey,17.02,29.08,11.35,20.57,9.22,12.77
1509,hockey,13.18,32.56,10.08,24.03,10.85,9.3
1510,hockey,14.84,28.12,16.41,17.19,11.72,11.72
1511,hockey,10.19,33.12,15.29,11.46,11.46,18.47
1512,hockey,14.29,19.48,18.18,16.88,12.99,18.18
1513,hockey,6.19,49.56,7.08,25.22,5.31,6.64
1514,hockey,12.81,42.98,7.85,20.25,5.79,10.33
1515,hockey,14.72,34.97,9.2,17.79,9.82,13.5
1516,apple hardware,11.01,18.35,24.77,22.02,12.84,11.01
1517,hockey,14.59,33.51,9.73,22.7,11.35,8.11
1518,hockey,6.12,68.81,2.6,11.31,6.12,5.05
1519,hockey,2.72,84.51,3.53,2.99,3.26,2.99
1520,hockey,11.24,37.64,12.92,19.1,9.55,9.55
1521,hockey,13.54,36.98,10.42,13.02,12.5,13.54
1522,hockey,7.34,46.89,7.91,14.69,11.86,11.3
1523,hockey,8.79,39.56,7.69,18.68,12.64,12.64
1524,hockey,8.23,43.67,7.59,17.09,10.13,13.29
1525,hockey,1.92,90.56,1.76,1.76,1.76,2.24
1526,hockey,9.41,52.97,10.4,10.89,8.42,7.92
1527,hockey,3.61,77.05,5.25,4.26,4.26,5.57
1528,hockey,11.7,37.43,11.11,14.62,7.6,17.54
1529,for sale,11.82,20.91,20.0,21.82,11.82,13.64
1530,hockey,9.66,39.31,8.97,22.76,8.28,11.03
1531,hockey,16.28,33.14,8.14,20.93,9.3,12.21
1532,hockey,9.76,40.24,9.15,20.73,9.76,10.37
1533,hockey,10.0,38.33,10.83,17.5,12.5,10.83
1534,hockey,11.5,24.78,13.27,15.93,10.62,23.89
1535,hockey,3.37,80.98,4.91,3.68,3.37,3.68
1536,hockey,12.04,48.17,7.33,15.18,12.04,5.24
1537,hockey,11.11,36.67,7.78,22.22,7.78,14.44
1538,hockey,10.96,38.48,4.78,23.31,11.24,11.24
1539,hockey,1.61,90.65,1.77,1.94,2.1,1.94
1540,hockey,11.11,42.48,7.84,22.22,9.15,7.19
1541,hockey,9.09,33.64,15.45,16.36,11.82,13.64
1542,hockey,10.46,53.97,6.28,12.55,7.11,9.62
1543,hockey,11.72,39.31,9.66,21.38,10.34,7.59
1544,hockey,12.58,40.25,10.06,16.98,10.69,9.43
1545,hockey,6.22,58.22,8.44,14.67,7.56,4.89
1546,hockey,14.89,23.4,11.7,20.21,14.89,14.89
1547,hockey,10.24,27.56,10.24,21.26,20.47,10.24
1548,hockey,9.56,41.18,8.09,18.38,11.76,11.03
1549,hockey,11.98,52.07,6.2,14.05,7.85,7.85
1550,hockey,15.77,52.87,4.48,12.72,8.96,5.2
1551,hockey,16.1,29.66,9.32,13.56,16.95,14.41
1552,hockey,11.03,35.29,7.35,19.85,10.29,16.18
1553,hockey,8.96,51.49,10.45,11.94,8.21,8.96
1554,hockey,10.0,36.67,15.33,10.67,19.33,8.0
1555,hockey,7.11,49.8,7.51,20.95,9.88,4.74
1556,hockey,10.48,37.9,8.87,23.39,9.68,9.68
1557,hockey,10.92,35.81,5.24,28.82,10.92,8.3
1558,hockey,5.74,68.9,6.7,7.66,5.74,5.26
1559,hockey,13.13,27.27,15.15,18.18,14.14,12.12
1560,hockey,13.55,54.21,7.48,10.75,7.94,6.07
1561,hockey,15.24,35.98,10.98,20.73,6.71,10.37
1562,hockey,13.48,35.22,7.39,26.96,9.13,7.83
1563,for sale,15.56,18.89,13.33,22.22,15.56,14.44
1564,hockey,8.76,52.55,10.22,9.49,9.49,9.49
1565,hockey,9.66,57.95,3.79,14.96,7.77,5.87
1566,hockey,9.21,46.71,9.21,19.08,8.55,7.24
1567,for sale,15.62,19.79,14.58,22.92,11.46,15.62
1568,hockey,12.37,24.74,14.43,17.53,11.34,19.59
1569,hockey,4.83,77.41,1.99,9.09,4.4,2.27
1570,hockey,10.62,45.0,10.62,11.25,11.25,11.25
1571,hockey,12.11,39.47,7.37,14.74,8.95,17.37
1572,hockey,10.42,49.48,7.81,17.19,8.33,6.77
1573,hockey,8.59,46.09,9.38,15.62,11.72,8.59
1574,hockey,8.93,52.38,7.74,14.29,8.93,7.74
1575,hockey,9.58,51.76,7.03,14.06,6.07,11.5
1576,hockey,16.95,34.75,12.71,12.71,10.17,12.71
1577,hockey,9.92,32.82,12.98,20.61,12.21,11.45
1578,hockey,2.3,88.7,2.09,2.3,2.09,2.51
1579,hockey,14.77,27.27,15.91,15.91,12.5,13.64
1580,hockey,13.94,35.15,10.3,22.42,6.67,11.52
1581,hockey,16.38,25.86,14.66,16.38,13.79,12.93
1582,for sale,12.39,19.47,17.7,22.12,16.81,11.5
1583,hockey,14.41,33.33,13.51,18.02,10.81,9.91
1584,hockey,12.67,44.0,8.67,16.0,11.33,7.33
1585,hockey,3.06,81.27,4.16,3.3,3.67,4.53
1586,hockey,6.63,56.02,9.04,12.05,9.64,6.63
1587,hockey,9.43,39.62,14.15,14.15,13.21,9.43
1588,hockey,15.32,48.05,3.38,18.7,7.79,6.75
1589,hockey,8.81,41.51,7.55,20.13,10.06,11.95
1590,hockey,7.19,52.69,11.38,10.18,7.78,10.78
1591,hockey,11.11,36.51,11.9,15.87,10.32,14.29
1592,hockey,8.07,53.42,8.07,10.87,9.32,10.25
1593,hockey,10.14,47.1,7.97,17.39,9.42,7.97
1594,hockey,15.46,46.39,6.87,11.34,10.65,9.28
1595,hockey,8.74,40.13,5.61,12.56,22.87,10.09
1596,for sale,11.21,23.36,11.21,29.91,12.15,12.15
1597,hockey,7.01,42.04,9.55,20.38,10.19,10.83
1598,hockey,11.65,33.01,11.65,17.48,12.62,13.59
1599,hockey,12.35,47.53,8.64,14.81,9.26,7.41
1600,hockey,11.73,30.25,8.02,24.07,9.88,16.05
1601,hockey,18.83,42.18,5.04,16.98,9.02,7.96
1602,hockey,8.54,37.8,6.71,23.17,11.59,12.2
1603,hockey,9.26,26.85,13.89,20.37,15.74,13.89
1604,hockey,11.02,38.14,15.25,14.41,11.86,9.32
1605,hockey,6.19,65.98,6.19,7.73,6.7,7.22
1606,hockey,13.86,26.73,14.85,16.83,14.85,12.87
1607,hockey,12.3,37.97,5.88,25.67,10.7,7.49
1608,hockey,14.42,26.92,12.5,22.12,10.58,13.46
1609,hockey,7.34,50.28,7.91,16.95,7.91,9.6
1610,hockey,12.74,37.58,12.74,15.29,11.46,10.19
1611,hockey,12.02,52.36,6.87,9.44,8.58,10.73
1612,hockey,14.16,38.94,12.39,11.5,10.62,12.39
1613,hockey,11.27,35.21,8.45,22.54,9.15,13.38
1614,hockey,12.34,33.77,10.39,22.08,9.74,11.69
1615,hockey,19.38,40.92,4.0,10.46,10.77,14.46
1616,hockey,11.11,25.25,21.21,20.2,10.1,12.12
1617,hockey,16.48,36.81,7.14,21.98,9.34,8.24
1618,for sale,11.36,17.05,12.5,29.55,13.64,15.91
1619,hockey,15.0,30.0,11.25,24.38,11.25,8.12
1620,for sale,24.48,13.29,7.69,30.07,11.89,12.59
1621,hockey,12.23,24.46,11.51,18.71,15.11,17.99
1622,hockey,12.0,24.0,8.0,21.71,16.57,17.71
1623,hockey,10.77,32.31,16.15,16.15,10.0,14.62
1624,hockey,5.37,59.5,7.85,9.92,8.68,8.68
1625,hockey,11.63,38.76,8.53,18.6,13.18,9.3
1626,hockey,11.48,29.51,12.3,22.13,13.11,11.48
1627,hockey,9.29,31.43,10.0,18.57,8.57,22.14
1628,hockey,14.18,32.09,11.94,20.15,9.7,11.94
1629,hockey,10.08,44.96,10.85,13.18,10.08,10.85
1630,hockey,10.49,56.07,4.26,8.2,13.11,7.87
1631,hockey,14.04,44.44,7.02,16.96,9.94,7.6
1632,hockey,14.14,32.32,13.13,14.14,15.15,11.11
1633,hockey,14.67,32.61,10.33,13.04,13.04,16.3
1634,hockey,12.57,41.53,8.74,19.13,9.84,8.2
1635,hockey,13.04,34.24,7.61,22.83,13.04,9.24
1636,hockey,8.97,43.45,10.34,17.24,10.34,9.66
1637,hockey,6.73,50.0,7.69,15.87,9.62,10.1
1638,hockey,14.14,22.22,15.15,17.17,12.12,19.19
1639,hockey,8.78,41.6,5.34,13.74,10.69,19.85
1640,hockey,10.24,36.75,7.23,22.29,12.65,10.84
1641,hockey,8.74,44.81,6.56,15.85,10.93,13.11
1642,hockey,17.81,35.16,6.39,22.37,7.31,10.96
1643,hockey,8.23,47.46,3.87,23.0,10.41,7.02
1644,hockey,15.26,32.11,6.32,15.79,14.21,16.32
1645,hockey,14.29,36.97,10.08,13.45,12.61,12.61
1646,hockey,12.07,36.21,11.21,15.52,12.07,12.93
1647,hockey,4.27,73.29,1.57,9.84,5.18,5.84
1648,hockey,12.96,41.2,5.09,18.98,8.8,12.96
1649,hockey,10.13,39.24,7.59,17.09,12.03,13.92
1650,hockey,8.81,50.57,6.13,17.62,10.34,6.51
1651,hockey,8.3,58.51,4.47,7.66,8.3,12.77
1652,hockey,13.59,24.27,15.53,22.33,10.68,13.59
1653,hockey,6.25,52.88,7.69,12.5,12.98,7.69
1654,hockey,11.2,35.2,12.8,14.4,14.4,12.0
1655,hockey,10.12,41.07,10.71,20.83,9.52,7.74
1656,hockey,12.18,44.87,8.97,14.1,8.33,11.54
1657,hockey,11.5,31.36,19.51,15.68,9.06,12.89
1658,hockey,1.58,89.53,2.3,2.15,2.73,1.72
1659,hockey,5.91,69.35,6.45,5.91,5.91,6.45
1660,hockey,9.45,49.61,7.09,17.72,9.84,6.3
1661,hockey,12.99,38.31,6.49,20.13,11.69,10.39
1662,hockey,12.63,44.44,7.58,16.16,12.63,6.57
1663,hockey,13.27,37.76,12.24,12.24,11.22,13.27
1664,hockey,5.26,66.99,7.66,6.7,8.13,5.26
1665,guns,10.81,7.66,4.95,7.21,59.91,9.46
1666,guns,6.4,3.61,2.33,4.89,78.11,4.66
1667,guns,9.02,6.97,6.97,9.84,55.33,11.89
1668,guns,13.59,2.31,2.41,1.47,76.86,3.36
1669,guns,13.99,7.41,6.58,25.93,35.8,10.29
1670,for sale,15.04,11.5,16.81,19.47,17.7,19.47
1671,guns,14.57,4.3,5.63,7.62,63.91,3.97
1672,electronics,11.11,13.33,20.0,18.89,13.33,23.33
1673,for sale,20.62,8.95,7.0,27.63,22.57,13.23
1674,guns,20.36,6.59,6.59,25.75,29.94,10.78
1675,for sale,18.13,7.02,10.53,32.75,19.88,11.7
1676,for sale,9.3,8.72,10.47,38.95,24.42,8.14
1677,guns,11.0,8.5,9.5,31.0,32.5,7.5
1678,for sale,13.18,12.4,12.4,33.33,17.05,11.63
1679,guns,15.7,14.05,19.01,19.01,22.31,9.92
1680,for sale,8.09,8.82,8.82,41.18,23.53,9.56
1681,guns,10.65,10.06,6.51,17.16,47.34,8.28
1682,guns,10.13,9.7,8.02,21.94,43.46,6.75
1683,guns,17.8,10.99,9.95,18.85,29.84,12.57
1684,guns,12.08,10.74,5.03,20.47,42.62,9.06
1685,electronics,13.13,10.61,7.07,25.25,17.68,26.26
1686,for sale,14.58,12.5,14.58,23.96,18.75,15.62
1687,guns,6.23,4.82,4.53,5.95,73.94,4.53
1688,guns,19.51,7.72,10.57,20.73,30.49,10.98
1689,guns,24.65,10.7,7.91,13.95,32.56,10.23
1690,guns,19.05,5.24,8.57,8.57,43.81,14.76
1691,guns,7.06,5.37,4.24,8.47,66.67,8.19
1692,guns,9.43,4.72,4.72,11.01,63.21,6.92
1693,guns,6.74,7.25,5.18,12.95,60.62,7.25
1694,guns,11.24,3.9,7.8,16.51,51.15,9.4
1695,guns,17.57,10.14,8.11,16.22,35.14,12.84
1696,guns,9.14,9.71,5.71,17.14,45.14,13.14
1697,guns,11.48,7.79,6.15,17.21,49.18,8.2
1698,guns,8.4,6.91,4.44,15.8,54.57,9.88
1699,guns,16.47,12.94,10.0,16.47,31.76,12.35
1700,guns,14.44,5.88,14.44,26.74,27.81,10.7
1701,guns,20.13,8.72,10.74,16.78,29.53,14.09
1702,guns,11.56,8.09,15.03,23.7,24.86,16.76
1703,guns,8.06,9.27,8.87,21.37,44.35,8.06
1704,guns,15.3,5.97,6.72,11.19,39.93,20.9
1705,guns,18.87,9.43,11.95,16.98,28.3,14.47
1706,guns,11.41,9.78,9.78,24.46,32.61,11.96
1707,guns,13.07,10.46,9.8,18.95,33.99,13.73
1708,guns,8.49,12.74,10.42,10.04,46.72,11.58
1709,guns,12.68,8.78,6.83,13.17,47.8,10.73
1710,guns,11.04,5.52,6.44,10.74,45.71,20.55
1711,guns,20.3,5.9,4.43,14.39,39.11,15.87
1712,for sale,11.36,9.09,10.8,30.68,19.89,18.18
1713,guns,10.4,15.2,10.4,16.8,37.6,9.6
1714,guns,10.75,5.91,8.06,24.19,37.1,13.98
1715,for sale,13.56,11.86,16.1,26.27,22.03,10.17
1716,for sale,21.72,15.66,6.57,25.76,13.64,16.67
1717,for sale,14.47,10.06,8.18,28.93,17.61,20.75
1718,guns,13.04,6.09,4.06,17.97,51.88,6.96
1719,guns,12.37,8.6,5.91,12.9,53.23,6.99
1720,guns,6.67,12.88,4.24,11.82,54.09,10.3
1721,guns,10.42,8.33,4.17,16.25,47.08,13.75
1722,guns,11.15,4.09,4.46,9.29,63.94,7.06
1723,guns,11.83,6.45,6.09,11.11,58.06,6.45
1724,guns,13.78,3.56,3.33,6.41,57.72,15.2
1725,guns,12.27,4.55,4.77,14.77,57.05,6.59
1726,guns,12.33,13.7,8.68,17.81,39.27,8.22
1727,guns,9.2,7.36,6.75,11.04,54.6,11.04
1728,guns,9.35,9.35,7.01,9.35,56.54,8.41
1729,atheism,27.7,10.33,6.57,21.13,20.66,13.62
1730,guns,21.07,9.92,9.09,17.36,27.69,14.88
1731,guns,12.18,9.62,7.69,17.31,42.31,10.9
1732,guns,19.14,10.16,5.08,16.02,37.11,12.5
1733,guns,13.55,8.88,12.62,12.15,34.58,18.22
1734,guns,12.4,16.53,13.22,18.18,26.45,13.22
1735,guns,11.41,8.05,10.07,12.08,50.34,8.05
1736,guns,16.49,10.82,8.76,11.86,38.66,13.4
1737,guns,20.26,5.07,4.85,5.73,57.93,6.17
1738,for sale,18.86,6.86,10.29,25.14,24.0,14.86
1739,guns,13.23,6.45,4.84,22.58,45.16,7.74
1740,guns,25.59,3.48,2.23,3.76,58.28,6.68
1741,guns,7.11,6.28,4.6,9.62,59.41,12.97
1742,for sale,19.76,5.95,4.05,37.14,28.33,4.76
1743,guns,8.24,2.93,4.03,14.47,64.29,6.04
1744,guns,14.55,7.88,9.7,20.0,41.82,6.06
1745,guns,7.26,4.84,6.05,16.13,58.47,7.26
1746,guns,11.44,3.16,3.65,9.73,65.21,6.81
1747,guns,25.87,6.97,6.97,12.94,34.83,12.44
1748,guns,9.4,4.06,7.05,7.48,60.68,11.32
1749,for sale,8.33,9.09,8.33,41.67,21.97,10.61
1750,guns,11.21,2.97,3.89,12.81,60.87,8.24
1751,guns,8.07,3.91,5.87,19.07,55.26,7.82
1752,for sale,13.87,9.49,10.95,27.01,25.55,13.14
1753,guns,20.99,5.54,4.08,9.04,50.44,9.91
1754,guns,14.29,20.41,11.56,11.56,27.89,14.29
1755,guns,23.25,3.98,6.21,10.19,49.68,6.69
1756,guns,9.66,8.28,8.97,14.48,48.97,9.66
1757,guns,13.65,7.17,5.46,31.4,37.2,5.12
1758,guns,20.0,3.88,3.3,11.84,54.95,6.02
1759,guns,24.43,7.63,8.4,12.21,35.88,11.45
1760,guns,7.69,5.49,6.59,11.54,54.95,13.74
1761,guns,8.93,8.04,11.61,12.05,50.0,9.38
1762,guns,16.35,3.75,4.56,9.65,58.18,7.51
1763,for sale,8.86,9.49,11.39,46.2,11.39,12.66
1764,for sale,12.15,14.92,10.5,34.25,19.89,8.29
1765,for sale,18.34,8.28,11.24,36.09,17.16,8.88
1766,guns,10.43,7.11,6.64,28.44,37.44,9.95
1767,guns,13.33,4.0,6.0,20.67,50.67,5.33
1768,for sale,10.08,12.4,11.63,47.29,8.53,10.08
1769,guns,9.46,17.65,8.7,8.18,47.83,8.18
1770,guns,13.7,7.19,6.16,14.38,52.74,5.82
1771,guns,12.02,8.74,8.2,23.5,33.88,13.66
1772,guns,12.55,5.86,9.62,10.04,52.3,9.62
1773,guns,14.65,8.92,6.37,11.46,48.41,10.19
1774,guns,11.46,12.1,9.55,21.02,35.67,10.19
1775,guns,16.12,6.07,3.99,15.77,46.97,11.09
1776,guns,14.69,10.49,10.49,13.29,40.56,10.49
1777,guns,12.68,4.61,5.48,14.12,53.03,10.09
1778,guns,13.04,5.93,6.32,13.44,52.96,8.3
1779,guns,13.39,14.96,9.45,10.24,30.71,21.26
1780,electronics,11.85,7.41,14.81,20.74,22.22,22.96
1781,guns,13.16,13.16,11.4,16.67,23.68,21.93
1782,guns,16.38,3.97,5.46,5.71,64.52,3.97
1783,guns,11.78,4.78,6.69,9.55,61.78,5.41
1784,for sale,9.09,11.98,12.81,29.75,29.34,7.02
1785,guns,9.05,10.55,6.53,13.57,48.24,12.06
1786,guns,10.92,5.46,8.4,8.82,55.46,10.92
1787,guns,13.32,4.83,3.47,9.27,61.58,7.53
1788,guns,11.06,9.68,5.99,9.68,50.23,13.36
1789,guns,5.08,5.51,5.93,32.2,44.07,7.2
1790,guns,16.17,5.61,3.63,32.34,35.64,6.6
1791,guns,7.69,11.19,11.19,16.08,44.06,9.79
1792,guns,12.81,4.27,5.69,10.68,61.21,5.34
1793,guns,9.34,5.01,4.1,24.83,50.34,6.38
1794,guns,8.36,5.26,6.19,13.93,60.99,5.26
1795,guns,15.62,8.59,14.06,14.84,32.03,14.84
1796,guns,22.27,10.43,6.64,16.11,36.49,8.06
1797,guns,10.92,4.58,5.63,12.68,58.8,7.39
1798,guns,16.47,3.82,4.06,25.78,44.87,5.01
1799,for sale,10.09,7.46,7.89,42.11,24.12,8.33
1800,guns,9.38,4.91,5.36,8.48,59.38,12.5
1801,guns,15.24,6.71,11.59,14.02,43.9,8.54
1802,for sale,12.1,11.29,12.1,26.61,25.81,12.1
1803,guns,17.37,5.21,3.72,25.81,42.18,5.71
1804,guns,13.25,5.13,8.97,17.52,49.15,5.98
1805,guns,9.24,3.46,3.23,6.93,70.44,6.7
1806,guns,8.16,7.14,6.12,20.41,48.47,9.69
