document,actual,apple hardware,atheism,hockey,electronics,for sale,guns
1364,guns,8.67,12.0,9.33,8.0,14.67,47.33
1365,guns,12.27,14.8,5.05,4.69,24.19,38.99
1366,guns,4.0,3.32,1.78,6.74,1.01,83.15
1367,guns,5.42,16.75,4.93,5.42,22.17,45.32
1368,guns,6.4,10.67,12.2,9.15,14.94,46.65
1369,atheism,11.01,24.77,16.51,11.93,11.01,24.77
1370,guns,21.72,13.11,7.49,6.37,19.48,31.84
1371,guns,13.3,8.58,5.58,6.44,10.3,55.79
1372,guns,7.71,13.37,4.63,5.66,10.03,58.61
1373,guns,13.27,16.37,6.64,5.75,11.95,46.02
1374,for sale,17.19,15.62,12.5,11.72,28.12,14.84
1375,guns,12.29,12.71,7.63,6.36,22.46,38.56
1376,guns,8.63,14.72,11.17,9.14,19.29,37.06
1377,guns,10.92,15.13,4.62,9.66,16.81,42.86
1378,guns,4.55,6.61,5.79,7.02,15.29,60.74
1379,guns,4.78,17.16,5.63,3.09,13.08,56.26
1380,guns,18.46,16.54,6.54,5.0,21.54,31.92
1381,guns,2.31,8.41,2.13,5.82,13.49,67.84
1382,guns,25.37,9.95,5.47,11.44,17.41,30.35
1383,apple hardware,36.43,9.3,10.85,13.18,11.63,18.6
1384,guns,19.58,10.83,6.67,8.33,14.17,40.42
1385,guns,28.64,8.18,8.64,8.18,16.36,30.0
1386,guns,12.5,10.42,11.11,11.81,15.97,38.19
1387,guns,16.6,10.19,7.92,4.91,15.85,44.53
1388,guns,15.06,19.28,12.05,9.04,18.67,25.9
1389,guns,13.11,12.7,14.34,6.56,19.67,33.61
1390,guns,10.63,11.11,6.76,8.7,10.63,52.17
1391,guns,7.07,9.43,4.04,6.06,13.13,60.27
1392,guns,10.91,13.33,7.27,7.27,30.3,30.91
1393,guns,13.18,10.85,15.5,10.85,23.26,26.36
1394,guns,15.2,15.69,7.84,7.84,14.22,39.22
1395,guns,10.5,12.33,5.94,9.13,17.81,44.29
1396,guns,3.3,8.52,4.95,9.34,7.42,66.48
1397,apple hardware,31.45,12.9,14.11,6.85,17.34,17.34
1398,guns,10.06,8.77,5.84,5.52,23.05,46.75
1399,guns,9.44,12.78,6.67,11.11,15.56,44.44
1400,guns,12.67,12.67,7.33,10.0,24.0,33.33
1401,guns,9.63,12.39,5.5,5.96,28.9,37.61
1402,guns,14.79,10.65,8.28,8.88,23.08,34.32
1403,guns,8.14,14.53,8.72,8.72,27.91,31.98
1404,guns,12.32,8.87,9.85,8.87,13.3,46.8
1405,guns,6.2,8.14,6.59,5.04,24.81,49.22
1406,for sale,12.5,12.5,10.62,9.38,33.12,21.88
1407,guns,9.76,10.57,13.82,9.76,24.39,31.71
1408,apple hardware,25.77,11.34,13.4,14.43,13.4,21.65
1409,guns,15.36,8.53,4.1,5.46,21.84,44.71
1410,guns,7.5,8.75,4.38,3.75,11.88,63.75
1411,guns,3.82,24.3,7.03,5.22,23.29,36.35
1412,guns,7.39,14.79,4.58,4.23,31.34,37.68
1413,apple hardware,21.05,7.89,18.42,19.08,15.13,18.42
1414,guns,5.63,11.51,4.86,4.6,23.02,50.38
1415,guns,16.67,13.16,9.65,12.28,15.79,32.46
1416,guns,11.56,7.04,7.54,6.53,18.09,49.25
1417,guns,2.96,16.75,3.61,1.97,10.02,64.7
1418,guns,12.32,9.42,7.25,13.04,13.04,44.93
1419,guns,5.58,13.94,4.38,5.98,22.31,47.81
1420,guns,5.94,26.07,4.95,6.27,5.94,50.83
1421,guns,9.94,9.29,6.7,7.34,7.13,59.61
1422,guns,13.06,25.68,9.91,10.81,12.61,27.93
1423,guns,4.84,13.47,2.42,2.07,10.71,66.49
1424,guns,3.46,11.04,6.33,2.87,14.13,62.18
1425,guns,9.44,18.89,7.78,7.22,12.22,44.44
1426,guns,13.16,12.63,9.47,8.95,14.74,41.05
1427,for sale,18.0,13.0,13.0,17.0,21.0,18.0
1428,guns,7.42,12.23,5.68,6.11,24.89,43.67
1429,for sale,8.76,18.25,10.22,11.68,29.93,21.17
1430,guns,9.4,15.44,8.05,10.07,26.85,30.2
1431,guns,25.43,13.87,10.4,11.56,11.56,27.17
1432,guns,6.2,9.09,5.37,7.44,14.05,57.85
1433,guns,5.1,9.14,5.1,2.99,4.04,73.64
1434,guns,12.94,10.14,15.73,7.69,4.9,48.6
1435,guns,10.49,6.79,9.26,8.64,11.11,53.7
1436,guns,22.79,11.03,13.97,9.56,11.03,31.62
1437,apple hardware,19.42,15.53,15.53,12.62,19.42,17.48
1438,guns,8.24,9.34,7.69,7.14,11.54,56.04
1439,guns,2.7,22.13,3.1,3.24,5.53,63.29
1440,guns,4.27,17.75,2.25,5.39,9.33,61.01
1441,guns,4.72,14.73,3.54,4.13,10.02,62.87
1442,guns,10.08,19.33,13.45,9.24,17.65,30.25
1443,guns,6.83,16.94,10.66,5.19,9.02,51.37
1444,guns,15.94,9.96,9.16,7.17,17.93,39.84
1445,guns,11.54,10.58,8.17,6.25,14.42,49.04
1446,guns,10.38,12.26,11.32,21.7,20.75,23.58
1447,guns,8.29,11.22,10.24,11.71,10.73,47.8
1448,guns,18.18,15.91,9.09,9.09,16.67,31.06
1449,guns,5.23,13.4,5.23,5.23,15.03,55.88
1450,guns,12.58,19.21,9.93,9.27,11.26,37.75
1451,guns,8.07,21.12,8.7,11.18,17.39,33.54
1452,guns,13.01,10.96,8.9,6.85,19.18,41.1
1453,guns,5.41,21.02,4.8,6.91,22.52,39.34
1454,guns,9.27,13.25,7.28,11.26,14.57,44.37
1455,atheism,14.47,31.13,6.6,6.92,15.41,25.47
1456,guns,7.59,11.03,10.34,10.34,15.86,44.83
1457,guns,4.26,2.93,3.88,3.12,1.7,84.11
1458,for sale,18.92,12.61,13.51,10.81,27.03,17.12
1459,guns,13.48,11.99,7.49,7.87,11.24,47.94
1460,guns,8.45,20.19,9.39,6.1,17.84,38.03
1461,guns,27.27,14.44,9.09,6.42,13.37,29.41
1462,apple hardware,26.54,24.07,8.64,8.02,13.58,19.14
1463,guns,7.61,10.15,7.11,7.11,22.34,45.69
1464,guns,5.37,10.33,7.85,5.79,23.14,47.52
1465,guns,8.28,9.66,8.97,10.34,23.45,39.31
1466,guns,11.6,20.99,9.39,9.94,9.39,38.67
1467,atheism,15.62,27.08,7.29,11.46,11.98,26.56
1468,guns,8.16,13.27,7.65,6.12,16.84,47.96
1469,guns,3.11,16.97,3.11,3.76,28.63,44.43
1470,guns,8.43,7.63,9.24,7.23,24.9,42.57
1471,guns,9.5,14.53,10.06,6.7,19.55,39.66
1472,guns,8.1,10.48,6.19,9.52,14.29,51.43
1473,guns,18.18,12.73,18.18,15.45,14.55,20.91
1474,guns,16.3,11.96,14.13,16.3,19.57,21.74
1475,guns,17.16,10.06,6.51,8.28,11.83,46.15
1476,guns,5.14,15.43,4.82,4.5,20.26,49.84
1477,guns,14.93,11.19,8.96,11.19,15.67,38.06
1478,guns,11.9,10.48,5.71,8.1,20.48,43.33
1479,guns,7.0,13.67,5.0,6.33,30.0,38.0
1480,guns,10.48,12.86,7.62,9.52,21.43,38.1
1481,guns,5.69,8.06,6.64,8.06,15.64,55.92
1482,guns,5.29,8.82,6.47,8.53,16.18,54.71
1483,guns,7.32,12.68,11.71,8.29,26.34,33.66
1484,guns,20.32,11.23,11.76,6.95,21.93,27.81
1485,guns,10.67,6.74,6.18,11.24,15.17,50.0
1486,guns,8.51,17.55,7.98,8.51,18.09,39.36
1487,guns,6.15,13.41,8.94,8.94,29.61,32.96
1488,guns,8.75,16.25,9.38,10.0,18.12,37.5
1489,guns,9.03,13.89,12.5,8.33,22.22,34.03
1490,guns,15.12,14.63,14.15,6.83,17.56,31.71
1491,guns,12.44,16.92,14.93,8.46,10.95,36.32
1492,guns,15.97,14.58,15.28,8.33,13.89,31.94
1493,guns,7.25,30.48,7.74,7.41,16.47,30.64
1494,guns,9.04,12.77,10.11,8.51,26.6,32.98
1495,guns,9.25,10.4,9.25,6.36,20.23,44.51
1496,guns,14.52,16.94,9.68,11.29,21.77,25.81
1497,guns,12.33,13.7,14.38,11.64,17.81,30.14
1498,guns,9.82,12.28,6.32,7.37,24.91,39.3
1499,guns,6.42,9.63,8.26,6.42,13.76,55.5
1500,guns,10.97,9.68,7.74,15.48,9.68,46.45
1501,guns,9.57,16.49,9.04,8.51,18.62,37.77
1502,guns,10.7,12.09,12.56,7.44,11.16,46.05
1503,guns,10.57,8.81,6.17,11.45,11.45,51.54
1504,guns,10.29,15.44,9.56,8.82,15.44,40.44
1505,guns,9.82,9.82,11.66,8.59,17.18,42.94
1506,guns,10.87,13.04,8.7,8.7,21.2,37.5
1507,guns,10.49,9.09,9.09,9.09,13.29,48.95
1508,guns,24.21,12.63,11.58,11.58,14.74,25.26
1509,guns,9.38,12.89,4.69,5.86,13.67,53.52
1510,for sale,16.3,15.22,13.04,18.48,19.57,17.39
1511,guns,6.39,9.77,6.39,6.02,15.04,56.39
1512,electronics,2.7,0.84,2.15,92.65,0.76,0.9
1513,guns,7.28,10.34,11.88,6.9,24.14,39.46
1514,guns,6.15,12.7,5.36,7.34,25.2,43.25
1515,guns,9.04,16.27,9.04,11.45,25.9,28.31
1516,guns,6.48,11.74,7.69,4.86,16.6,52.63
1517,guns,14.94,21.26,16.67,10.34,14.37,22.41
1518,guns,10.3,17.17,6.44,6.44,24.03,35.62
1519,guns,2.58,9.09,2.12,2.58,8.79,74.85
1520,guns,7.68,10.43,8.07,3.54,7.48,62.8
1521,apple hardware,35.94,9.38,12.5,10.94,14.84,16.41
1522,apple hardware,30.48,11.23,8.02,7.49,16.58,26.2
1523,guns,13.39,11.81,8.66,9.45,15.75,40.94
1524,guns,19.4,8.19,7.76,6.9,10.78,46.98
1525,guns,8.94,10.21,7.66,6.38,16.17,50.64
1526,guns,10.0,16.88,8.12,6.25,15.62,43.12
1527,guns,12.0,11.2,9.6,14.4,14.4,38.4
1528,guns,17.9,10.89,7.0,10.89,11.67,41.63
1529,guns,16.56,17.88,10.6,7.95,19.87,27.15
1530,guns,8.51,12.77,13.48,9.93,17.02,38.3
1531,guns,12.57,7.43,5.71,6.86,18.29,49.14
1532,guns,25.31,12.96,8.64,10.49,16.05,26.54
1533,guns,11.54,8.79,7.14,12.09,14.84,45.6
1534,guns,11.49,14.94,7.47,10.92,10.92,44.25
1535,guns,4.47,12.03,5.5,5.5,14.09,58.42
1536,guns,16.07,19.64,10.71,15.18,16.07,22.32
1537,for sale,14.58,15.28,13.19,10.42,27.78,18.75
1538,guns,13.79,18.97,12.93,9.48,16.38,28.45
1539,atheism,16.1,25.42,12.71,12.71,16.95,16.1
1540,guns,7.97,10.76,7.57,5.18,17.93,50.6
1541,guns,6.23,18.29,6.61,7.0,28.79,33.07
1542,guns,12.21,9.3,5.81,11.63,20.93,40.12
1543,guns,7.78,6.59,8.38,13.77,29.94,33.53
1544,guns,8.14,22.15,5.21,6.19,12.38,45.93
1545,guns,8.19,16.81,7.76,6.47,26.72,34.05
1546,guns,13.11,18.85,15.57,10.66,11.48,30.33
1547,guns,7.83,9.64,7.83,16.27,21.69,36.75
1548,guns,10.18,11.98,9.58,14.97,26.35,26.95
1549,guns,9.2,9.82,7.36,17.79,22.09,33.74
1550,guns,21.29,15.48,7.1,8.39,19.35,28.39
1551,guns,10.14,8.7,9.42,13.77,21.01,36.96
1552,guns,6.91,6.91,5.53,15.21,26.27,39.17
1553,guns,4.26,7.95,4.83,5.11,19.03,58.81
1554,guns,7.52,10.89,9.05,6.13,22.55,43.87
1555,guns,14.38,19.18,7.53,12.33,15.07,31.51
1556,for sale,11.11,15.08,11.9,11.11,29.37,21.43
1557,guns,8.97,15.38,12.82,10.26,17.31,35.26
1558,guns,7.55,9.91,5.66,14.62,11.32,50.94
1559,guns,10.97,16.03,6.75,7.17,18.57,40.51
1560,guns,4.13,21.83,4.72,5.6,11.21,52.51
1561,guns,14.29,23.27,6.12,5.31,11.02,40.0
1562,guns,4.46,12.74,3.5,3.18,13.38,62.74
1563,guns,6.55,10.55,5.45,6.18,12.36,58.91
1564,guns,3.77,16.23,5.22,4.06,16.23,54.49
1565,guns,12.35,9.41,10.59,7.06,20.0,40.59
1566,guns,11.96,18.66,9.57,6.7,7.66,45.45
1567,apple hardware,31.87,15.0,12.5,10.62,10.0,20.0
1568,guns,5.98,11.96,4.65,4.98,22.59,49.83
1569,guns,2.91,26.21,5.05,4.66,30.49,30.68
1570,for sale,11.76,18.49,11.76,12.61,31.09,14.29
1571,for sale,15.83,19.42,15.83,8.63,21.58,18.71
1572,guns,11.48,16.39,6.89,6.89,10.49,47.87
1573,guns,13.08,13.85,8.46,10.0,13.08,41.54
1574,guns,6.03,28.33,2.95,4.35,4.35,54.0
1575,apple hardware,28.67,6.67,10.0,10.67,20.0,24.0
1576,guns,9.29,12.57,9.84,12.57,13.66,42.08
1577,guns,7.06,24.31,6.67,6.27,10.98,44.71
1578,for sale,20.19,19.23,10.58,11.54,21.15,17.31
1579,for sale,15.05,10.19,6.8,9.71,32.04,26.21
1580,guns,9.14,13.71,7.11,6.6,11.17,52.28
1581,guns,14.02,10.98,7.32,17.68,10.37,39.63
1582,guns,23.88,11.19,8.96,11.19,13.43,31.34
1583,guns,13.39,14.29,10.71,11.61,22.32,27.68
1584,guns,15.91,15.91,11.36,12.5,15.91,28.41
1585,guns,6.98,12.21,6.98,18.6,24.42,30.81
1586,guns,18.63,15.69,12.75,17.65,14.71,20.59
1587,for sale,12.21,12.21,15.27,9.92,32.06,18.32
1588,guns,12.66,16.46,10.76,8.23,10.13,41.77
1589,guns,17.11,12.5,8.55,9.21,15.79,36.84
1590,guns,16.93,9.52,5.29,7.41,14.81,46.03
1591,guns,16.79,10.69,9.92,10.69,14.5,37.4
1592,guns,7.14,12.5,6.25,10.27,22.32,41.52
1593,guns,12.44,12.89,9.33,10.22,11.11,44.0
1594,guns,15.2,8.19,7.02,9.94,25.73,33.92
1595,guns,21.53,11.81,9.72,9.03,10.42,37.5
1596,guns,10.0,10.0,8.57,9.29,20.71,41.43
1597,guns,9.59,19.18,8.22,6.85,15.75,40.41
1598,guns,13.13,11.62,8.59,12.12,23.74,30.81
1599,guns,10.74,12.4,12.4,12.4,22.31,29.75
1600,apple hardware,33.48,14.54,12.33,9.69,20.26,9.69
1601,apple hardware,24.46,15.11,10.79,10.07,22.3,17.27
1602,apple hardware,29.85,11.19,8.21,20.9,17.91,11.94
1603,apple hardware,29.58,11.97,11.97,13.38,23.94,9.15
1604,apple hardware,29.65,11.05,9.3,25.58,16.28,8.14
1605,apple hardware,29.13,10.68,10.68,15.53,22.33,11.65
1606,apple hardware,31.45,12.9,12.1,13.71,18.55,11.29
1607,apple hardware,41.48,11.85,11.11,11.85,10.37,13.33
1608,apple hardware,22.73,11.36,13.64,18.18,21.59,12.5
1609,for sale,23.3,9.66,10.23,10.8,27.84,18.18
1610,apple hardware,37.12,12.88,10.61,22.73,7.58,9.09
1611,apple hardware,26.87,11.19,11.94,16.42,16.42,17.16
1612,for sale,24.35,10.43,9.57,13.91,29.57,12.17
1613,apple hardware,29.72,14.62,8.96,14.62,17.45,14.62
1614,apple hardware,24.49,11.22,18.37,15.31,17.35,13.27
1615,apple hardware,23.0,14.0,12.0,22.0,10.0,19.0
1616,apple hardware,34.51,10.18,5.75,21.68,19.47,8.41
1617,apple hardware,22.16,7.39,18.18,14.2,18.18,19.89
1618,for sale,24.72,14.33,13.2,6.74,30.62,10.39
1619,apple hardware,27.66,11.7,13.83,22.34,13.83,10.64
1620,atheism,15.14,25.95,12.43,19.46,11.35,15.68
1621,apple hardware,30.83,10.83,10.83,20.83,16.67,10.0
1622,apple hardware,45.83,11.11,9.72,11.81,13.19,8.33
1623,for sale,19.42,12.62,11.65,12.62,33.98,9.71
1624,apple hardware,35.32,14.89,5.96,18.3,13.62,11.91
1625,apple hardware,23.42,14.41,13.51,13.51,20.72,14.41
1626,apple hardware,31.3,14.78,12.17,13.04,18.26,10.43
1627,for sale,24.04,10.93,7.65,13.11,32.79,11.48
1628,apple hardware,39.53,11.63,10.08,13.18,14.73,10.85
1629,apple hardware,54.07,8.72,8.14,11.63,11.05,6.4
1630,apple hardware,32.47,12.99,11.69,11.04,24.68,7.14
1631,apple hardware,30.19,13.21,11.32,15.09,18.87,11.32
1632,for sale,24.22,8.07,6.83,19.88,28.57,12.42
1633,apple hardware,34.73,10.78,8.98,16.77,20.36,8.38
1634,for sale,26.88,9.14,6.99,7.53,38.17,11.29
1635,for sale,22.22,12.04,11.11,18.52,25.0,11.11
1636,apple hardware,31.25,9.66,8.52,14.2,28.41,7.95
1637,apple hardware,31.63,11.22,21.43,13.27,12.24,10.2
1638,apple hardware,27.13,11.63,19.38,13.95,17.83,10.08
1639,apple hardware,23.33,13.89,14.44,12.22,22.22,13.89
1640,apple hardware,25.0,12.5,14.58,21.88,14.58,11.46
1641,apple hardware,40.74,12.7,8.99,12.17,15.87,9.52
1642,apple hardware,29.89,13.59,10.33,19.57,17.93,8.7
1643,apple hardware,29.26,10.04,7.86,7.42,21.4,24.02
1644,for sale,23.94,12.23,7.45,19.15,27.13,10.11
1645,apple hardware,38.81,13.43,10.45,14.18,11.19,11.94
1646,for sale,25.87,9.95,6.97,19.4,27.36,10.45
1647,electronics,31.99,10.29,4.78,39.34,7.35,6.25
1648,apple hardware,34.9,10.07,7.38,22.15,14.09,11.41
1649,apple hardware,25.23,15.89,14.02,13.08,21.5,10.28
1650,apple hardware,23.7,14.07,22.96,17.04,9.63,12.59
1651,apple hardware,39.31,8.28,9.66,16.55,16.55,9.66
1652,for sale,21.82,10.91,15.45,18.18,24.55,9.09
1653,apple hardware,35.15,8.48,9.7,15.15,18.18,13.33
1654,for sale,14.41,14.41,15.25,19.49,24.58,11.86
1655,apple hardware,43.02,10.61,10.61,7.26,20.11,8.38
1656,for sale,26.99,8.59,12.27,14.11,30.06,7.98
1657,apple hardware,35.34,12.07,9.48,11.21,20.69,11.21
1658,apple hardware,42.73,10.0,9.09,12.73,14.55,10.91
1659,apple hardware,25.93,16.05,16.05,17.9,11.11,12.96
1660,for sale,25.13,9.05,9.55,15.08,30.15,11.06
1661,for sale,12.78,11.67,8.89,16.11,41.11,9.44
1662,for sale,20.17,11.76,14.29,21.01,24.37,8.4
1663,for sale,21.32,11.03,12.5,19.12,27.21,8.82
1664,for sale,22.65,10.88,8.53,14.71,32.94,10.29
1665,apple hardware,35.4,9.73,12.39,14.16,15.93,12.39
1666,for sale,30.56,8.33,7.78,11.11,33.89,8.33
1667,apple hardware,24.53,16.35,6.92,19.5,23.27,9.43
1668,apple hardware,49.71,10.29,8.0,10.86,12.57,8.57
1669,apple hardware,40.91,10.0,14.55,11.82,13.64,9.09
1670,apple hardware,32.38,15.98,9.02,13.93,19.67,9.02
1671,apple hardware,44.16,7.79,6.49,9.74,15.58,16.23
1672,for sale,23.77,8.2,12.3,9.02,33.61,13.11
1673,apple hardware,29.25,12.24,9.52,10.88,29.25,8.84
1674,apple hardware,29.64,17.0,10.67,7.91,22.13,12.65
1675,apple hardware,37.72,12.28,12.28,9.65,19.3,8.77
1676,apple hardware,25.22,12.17,13.04,15.65,17.39,16.52
1677,apple hardware,27.64,11.06,11.56,17.09,19.6,13.07
1678,for sale,22.52,8.61,7.95,12.58,37.09,11.26
1679,apple hardware,44.32,6.25,7.95,14.2,18.75,8.52
1680,for sale,12.99,10.39,16.88,15.58,25.97,18.18
1681,apple hardware,33.61,10.08,10.08,13.45,21.85,10.92
1682,for sale,15.29,8.24,11.18,25.88,28.24,11.18
1683,electronics,28.44,9.48,5.5,33.03,18.65,4.89
1684,apple hardware,31.8,7.65,5.81,26.3,22.63,5.81
1685,apple hardware,32.32,7.32,17.68,10.37,23.17,9.15
1686,apple hardware,29.25,6.6,8.02,27.83,17.92,10.38
1687,apple hardware,37.06,8.39,11.19,9.79,23.08,10.49
1688,for sale,13.89,9.03,20.14,12.5,34.72,9.72
1689,for sale,23.65,7.88,9.54,9.13,40.25,9.54
1690,electronics,22.48,11.63,8.53,31.78,17.05,8.53
1691,apple hardware,38.26,9.57,8.7,16.52,17.39,9.57
1692,for sale,26.19,13.1,9.52,12.5,29.76,8.93
1693,apple hardware,40.14,9.52,9.52,8.16,25.85,6.8
1694,apple hardware,23.78,9.79,9.79,23.08,20.28,13.29
1695,for sale,17.22,8.33,18.33,14.44,31.67,10.0
1696,apple hardware,51.72,10.13,3.88,10.34,16.38,7.54
1697,apple hardware,41.78,6.85,7.53,11.64,21.92,10.27
1698,electronics,25.0,11.31,6.55,29.76,18.45,8.93
1699,apple hardware,43.92,6.67,6.67,20.0,12.94,9.8
1700,apple hardware,30.15,9.55,10.55,14.07,25.63,10.05
1701,apple hardware,35.45,14.55,9.09,10.91,15.45,14.55
1702,for sale,18.49,10.92,18.49,16.81,22.69,12.61
1703,for sale,13.82,12.5,7.24,10.53,44.08,11.84
1704,apple hardware,22.61,8.7,19.13,13.04,22.61,13.91
1705,for sale,17.87,8.7,7.25,23.19,29.47,13.53
1706,apple hardware,45.45,8.02,6.95,9.09,19.25,11.23
1707,for sale,14.35,8.33,13.89,24.54,32.41,6.48
1708,apple hardware,30.39,12.75,10.78,14.71,14.71,16.67
1709,apple hardware,48.54,9.21,5.44,12.55,13.81,10.46
1710,for sale,16.67,10.48,6.67,14.76,40.48,10.95
1711,apple hardware,35.4,11.5,15.04,10.62,16.81,10.62
1712,apple hardware,36.3,11.85,9.63,9.63,23.7,8.89
1713,for sale,28.0,8.0,10.5,12.0,31.0,10.5
1714,apple hardware,39.68,11.11,6.88,9.52,23.81,8.99
1715,apple hardware,40.99,8.07,6.21,14.29,21.12,9.32
1716,apple hardware,30.66,13.14,10.22,13.87,23.36,8.76
1717,apple hardware,35.58,9.82,9.82,10.43,25.15,9.2
1718,apple hardware,30.25,9.26,10.49,8.02,28.4,13.58
1719,apple hardware,42.14,11.95,9.43,10.69,17.61,8.18
1720,apple hardware,31.78,12.29,8.9,9.32,27.54,10.17
1721,for sale,24.22,8.07,8.7,13.66,31.68,13.66
1722,apple hardware,27.27,11.36,13.64,14.77,18.18,14.77
1723,for sale,12.43,12.43,7.69,10.06,44.97,12.43
1724,electronics,14.29,5.13,9.89,37.36,18.68,14.65
1725,apple hardware,33.33,13.21,7.55,18.24,18.24,9.43
1726,apple hardware,33.65,12.5,12.5,15.38,12.5,13.46
1727,apple hardware,34.15,20.0,6.34,13.66,17.07,8.78
1728,apple hardware,36.3,12.59,7.41,11.11,14.07,18.52
1729,apple hardware,41.36,9.95,6.81,6.81,24.61,10.47
1730,guns,19.31,12.41,9.66,14.48,15.17,28.97
1731,apple hardware,22.83,14.13,17.39,20.65,14.13,10.87
1732,electronics,19.89,10.75,9.68,32.8,20.97,5.91
1733,apple hardware,40.12,9.26,8.64,14.81,19.75,7.41
1734,apple hardware,30.63,12.61,17.12,15.32,12.61,11.71
1735,apple hardware,21.3,13.89,17.59,20.37,15.74,11.11
1736,electronics,18.24,10.81,8.78,28.38,22.97,10.81
1737,apple hardware,32.71,11.21,13.08,15.89,15.89,11.21
1738,for sale,23.7,8.09,8.09,23.7,26.59,9.83
1739,apple hardware,31.37,15.69,11.76,11.76,19.61,9.8
1740,apple hardware,36.19,10.48,16.19,10.48,15.24,11.43
1741,for sale,15.06,11.45,6.63,17.47,39.16,10.24
1742,apple hardware,26.51,13.25,13.25,19.28,12.05,15.66
1743,apple hardware,30.56,12.04,13.89,11.11,22.22,10.19
1744,apple hardware,29.56,11.95,10.06,14.47,23.9,10.06
1745,for sale,21.39,11.44,8.46,15.92,32.84,9.95
1746,for sale,23.56,9.77,9.77,24.14,25.29,7.47
1747,apple hardware,42.93,9.24,9.78,16.3,15.22,6.52
1748,for sale,21.96,9.35,7.48,25.23,26.64,9.35
1749,apple hardware,41.05,7.37,8.42,17.89,12.11,13.16
1750,apple hardware,33.04,12.17,16.52,15.65,12.17,10.43
1751,electronics,19.55,10.61,10.06,36.31,11.73,11.73
1752,for sale,21.28,14.89,13.48,18.44,24.11,7.8
1753,electronics,9.29,11.06,6.19,35.84,27.43,10.18
1754,apple hardware,26.06,15.76,7.27,15.15,23.03,12.73
1755,electronics,16.13,16.94,12.9,25.81,16.94,11.29
1756,apple hardware,37.68,11.59,7.25,12.32,18.12,13.04
1757,electronics,16.44,15.07,15.07,19.18,19.18,15.07
1758,apple hardware,39.66,10.78,7.76,11.21,21.98,8.62
1759,apple hardware,34.19,12.82,13.68,12.82,13.68,12.82
1760,apple hardware,39.39,10.1,12.12,10.1,18.18,10.1
1761,for sale,17.16,10.45,9.7,17.16,33.58,11.94
1762,for sale,18.0,8.5,7.5,20.0,38.5,7.5
1763,apple hardware,30.16,10.32,8.73,17.46,23.81,9.52
1764,apple hardware,29.46,13.39,15.18,15.18,12.5,14.29
1765,apple hardware,31.03,13.79,12.93,10.34,20.69,11.21
1766,apple hardware,31.25,13.54,13.54,12.5,17.71,11.46
1767,for sale,16.23,14.29,9.74,11.04,39.61,9.09
1768,for sale,16.79,9.16,7.63,9.16,48.09,9.16
1769,electronics,15.75,13.01,8.22,32.19,17.12,13.7
1770,apple hardware,31.1,10.98,10.37,21.34,18.9,7.32
1771,for sale,24.59,9.84,8.2,15.3,33.33,8.74
1772,apple hardware,26.79,10.71,17.86,13.39,17.86,13.39
1773,electronics,16.5,13.59,9.71,31.07,18.45,10.68
1774,apple hardware,34.56,11.76,10.29,11.03,18.38,13.97
1775,apple hardware,26.0,10.0,12.0,19.0,21.0,12.0
1776,apple hardware,20.27,14.86,14.86,13.51,17.57,18.92
1777,apple hardware,25.25,10.1,14.14,17.17,23.23,10.1
1778,apple hardware,26.28,14.74,9.62,17.31,19.23,12.82
1779,apple hardware,42.14,9.29,7.86,13.57,20.0,7.14
1780,for sale,23.68,9.21,14.47,19.08,25.0,8.55
1781,apple hardware,28.28,11.11,13.13,14.14,17.17,16.16
1782,electronics,24.19,9.68,6.85,25.4,24.6,9.27
1783,electronics,29.49,10.26,10.9,30.13,12.18,7.05
1784,electronics,18.95,9.8,9.15,35.29,15.69,11.11
1785,electronics,13.57,8.6,6.33,36.65,27.6,7.24
1786,electronics,13.22,9.69,5.73,34.8,30.84,5.73
1787,apple hardware,45.11,7.52,7.89,9.4,19.17,10.9
1788,for sale,16.35,11.54,15.38,13.46,30.77,12.5
1789,for sale,20.2,10.1,17.17,15.15,25.25,12.12
1790,for sale,16.67,16.67,14.81,12.04,30.56,9.26
1791,electronics,15.09,11.32,11.32,33.96,18.87,9.43
1792,apple hardware,33.95,9.3,8.84,16.28,20.93,10.7
1793,apple hardware,36.82,7.96,8.46,15.92,16.92,13.93
1794,for sale,23.2,14.4,14.4,14.4,24.0,9.6
1795,electronics,21.05,8.55,11.84,24.34,17.76,16.45
1796,electronics,10.85,18.4,8.49,31.6,17.45,13.21
1797,apple hardware,37.19,11.57,10.74,11.57,19.01,9.92
1798,for sale,8.41,8.1,9.97,19.31,42.68,11.53
1799,for sale,15.26,9.64,7.23,13.65,44.98,9.24
1800,for sale,23.9,9.43,6.92,9.43,40.88,9.43
1801,for sale,23.15,12.96,12.04,14.81,26.85,10.19
1802,apple hardware,28.57,16.07,11.61,16.96,16.07,10.71
1803,apple hardware,25.93,13.89,12.96,18.52,17.59,11.11
1804,for sale,12.78,11.45,5.29,14.98,44.93,10.57
1805,for sale,16.48,16.48,14.29,15.38,21.98,15.38
1806,electronics,21.77,12.24,9.52,29.93,16.33,10.2
1807,apple hardware,25.0,14.0,13.0,15.0,22.0,11.0
1808,for sale,10.64,18.09,6.38,15.96,36.7,12.23
1809,apple hardware,34.48,10.34,13.79,11.21,18.97,11.21
1810,apple hardware,44.0,12.8,8.8,15.2,9.6,9.6
1811,apple hardware,26.75,12.74,12.1,14.65,18.47,15.29
